"","Method","id","ace_a","ace_c","ace_e","n","NGroups","NDependentVars","NIndependentVars","NContinuousLatentVars","Parameters","TrueModel","aBIC_ce_0.01","aBIC_ce_0.025","aBIC_ce_0.05","aBIC_ce_0.1","aBIC_ce_0.5","aBIC_ce_0.9","aBIC_ce_0.95","aBIC_ce_0.975","aBIC_ce_0.99","aBIC_ce_NA","AIC_ce_0.01","AIC_ce_0.025","AIC_ce_0.05","AIC_ce_0.1","AIC_ce_0.5","AIC_ce_0.9","AIC_ce_0.95","AIC_ce_0.975","AIC_ce_0.99","AIC_ce_NA","BIC_ce_0.01","BIC_ce_0.025","BIC_ce_0.05","BIC_ce_0.1","BIC_ce_0.5","BIC_ce_0.9","BIC_ce_0.95","BIC_ce_0.975","BIC_ce_0.99","BIC_ce_NA","CFI_ce_0.01","CFI_ce_0.025","CFI_ce_0.05","CFI_ce_0.1","CFI_ce_0.5","CFI_ce_0.9","CFI_ce_0.95","CFI_ce_0.975","CFI_ce_0.99","CFI_ce_NA","ChiSqBaseline_DF_ce_0.01","ChiSqBaseline_DF_ce_0.025","ChiSqBaseline_DF_ce_0.05","ChiSqBaseline_DF_ce_0.1","ChiSqBaseline_DF_ce_0.5","ChiSqBaseline_DF_ce_0.9","ChiSqBaseline_DF_ce_0.95","ChiSqBaseline_DF_ce_0.975","ChiSqBaseline_DF_ce_0.99","ChiSqBaseline_DF_ce_NA","ChiSqBaseline_PValue_ce_0.01","ChiSqBaseline_PValue_ce_0.025","ChiSqBaseline_PValue_ce_0.05","ChiSqBaseline_PValue_ce_0.1","ChiSqBaseline_PValue_ce_0.5","ChiSqBaseline_PValue_ce_0.9","ChiSqBaseline_PValue_ce_0.95","ChiSqBaseline_PValue_ce_0.975","ChiSqBaseline_PValue_ce_0.99","ChiSqBaseline_PValue_ce_NA","ChiSqBaseline_Value_ce_0.01","ChiSqBaseline_Value_ce_0.025","ChiSqBaseline_Value_ce_0.05","ChiSqBaseline_Value_ce_0.1","ChiSqBaseline_Value_ce_0.5","ChiSqBaseline_Value_ce_0.9","ChiSqBaseline_Value_ce_0.95","ChiSqBaseline_Value_ce_0.975","ChiSqBaseline_Value_ce_0.99","ChiSqBaseline_Value_ce_NA","ChiSqM_DF_ce_0.01","ChiSqM_DF_ce_0.025","ChiSqM_DF_ce_0.05","ChiSqM_DF_ce_0.1","ChiSqM_DF_ce_0.5","ChiSqM_DF_ce_0.9","ChiSqM_DF_ce_0.95","ChiSqM_DF_ce_0.975","ChiSqM_DF_ce_0.99","ChiSqM_DF_ce_NA","ChiSqM_PValue_ce_0.01","ChiSqM_PValue_ce_0.025","ChiSqM_PValue_ce_0.05","ChiSqM_PValue_ce_0.1","ChiSqM_PValue_ce_0.5","ChiSqM_PValue_ce_0.9","ChiSqM_PValue_ce_0.95","ChiSqM_PValue_ce_0.975","ChiSqM_PValue_ce_0.99","ChiSqM_PValue_ce_NA","ChiSqM_Value_ce_0.01","ChiSqM_Value_ce_0.025","ChiSqM_Value_ce_0.05","ChiSqM_Value_ce_0.1","ChiSqM_Value_ce_0.5","ChiSqM_Value_ce_0.9","ChiSqM_Value_ce_0.95","ChiSqM_Value_ce_0.975","ChiSqM_Value_ce_0.99","ChiSqM_Value_ce_NA","LL_ce_0.01","LL_ce_0.025","LL_ce_0.05","LL_ce_0.1","LL_ce_0.5","LL_ce_0.9","LL_ce_0.95","LL_ce_0.975","LL_ce_0.99","LL_ce_NA","RMSEA_90CI_LB_ce_0.01","RMSEA_90CI_LB_ce_0.025","RMSEA_90CI_LB_ce_0.05","RMSEA_90CI_LB_ce_0.1","RMSEA_90CI_LB_ce_0.5","RMSEA_90CI_LB_ce_0.9","RMSEA_90CI_LB_ce_0.95","RMSEA_90CI_LB_ce_0.975","RMSEA_90CI_LB_ce_0.99","RMSEA_90CI_LB_ce_NA","RMSEA_90CI_UB_ce_0.01","RMSEA_90CI_UB_ce_0.025","RMSEA_90CI_UB_ce_0.05","RMSEA_90CI_UB_ce_0.1","RMSEA_90CI_UB_ce_0.5","RMSEA_90CI_UB_ce_0.9","RMSEA_90CI_UB_ce_0.95","RMSEA_90CI_UB_ce_0.975","RMSEA_90CI_UB_ce_0.99","RMSEA_90CI_UB_ce_NA","RMSEA_Estimate_ce_0.01","RMSEA_Estimate_ce_0.025","RMSEA_Estimate_ce_0.05","RMSEA_Estimate_ce_0.1","RMSEA_Estimate_ce_0.5","RMSEA_Estimate_ce_0.9","RMSEA_Estimate_ce_0.95","RMSEA_Estimate_ce_0.975","RMSEA_Estimate_ce_0.99","RMSEA_Estimate_ce_NA","RMSEA_pLT05_ce_0.01","RMSEA_pLT05_ce_0.025","RMSEA_pLT05_ce_0.05","RMSEA_pLT05_ce_0.1","RMSEA_pLT05_ce_0.5","RMSEA_pLT05_ce_0.9","RMSEA_pLT05_ce_0.95","RMSEA_pLT05_ce_0.975","RMSEA_pLT05_ce_0.99","RMSEA_pLT05_ce_NA","SRMR_ce_0.01","SRMR_ce_0.025","SRMR_ce_0.05","SRMR_ce_0.1","SRMR_ce_0.5","SRMR_ce_0.9","SRMR_ce_0.95","SRMR_ce_0.975","SRMR_ce_0.99","SRMR_ce_NA","TLI_ce_0.01","TLI_ce_0.025","TLI_ce_0.05","TLI_ce_0.1","TLI_ce_0.5","TLI_ce_0.9","TLI_ce_0.95","TLI_ce_0.975","TLI_ce_0.99","TLI_ce_NA","UnrestrictedLL_ce_0.01","UnrestrictedLL_ce_0.025","UnrestrictedLL_ce_0.05","UnrestrictedLL_ce_0.1","UnrestrictedLL_ce_0.5","UnrestrictedLL_ce_0.9","UnrestrictedLL_ce_0.95","UnrestrictedLL_ce_0.975","UnrestrictedLL_ce_0.99","UnrestrictedLL_ce_NA"
"148","uni",46,0,0,2,500,2,2,0,6,4,"E",6919.252,6946.869,6965.666,6990.154,7072.616,7152.377,7174.685,7195.539,7214.628,0,6914.057,6941.674,6960.471,6984.959,7067.421,7147.182,7169.49,7190.344,7209.432,0,6928.78,6956.397,6975.194,6999.683,7082.144,7161.905,7184.213,7205.067,7224.156,0,0,0,0,0,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0.012,0.0277,0.0517,0.1001,0.5043,0.9,0.9521,0.9755,0.9906,0,0.018,0.049,0.098,0.21,1.368,4.603,5.91,7.161,8.833,0,7,7,7,7,7,7,7,7,7,0,0.0077,0.017,0.0344,0.0761,0.432,0.8757,0.9379,0.9678,0.9847,0,1.421,1.845,2.346,3.093,6.968,12.838,15.116,17.06,19.128,0,-3454.028,-3467.837,-3477.236,-3489.48,-3530.71,-3570.591,-3581.745,-3592.172,-3601.716,0,0,0,0,0,0,0,0.012,0.021,0.028,0,0,0,0.013,0.027,0.055,0.076,0.082,0.087,0.091,0,0,0,0,0,0,0.041,0.048,0.054,0.059,0,0.28,0.378,0.484,0.62,0.921,0.994,0.998,0.999,1,0,0.019,0.022,0.025,0.029,0.044,0.061,0.067,0.072,0.08,0,-0.019,-0.372,-1.857,0.328,1,1.126,1.713,2.976,5.992,0,-3450.018,-3463.886,-3473.608,-3485.41,-3526.84,-3566.91,-3578.655,-3587.864,-3598.22,0
"149","uni",47,1,0,2,500,2,2,0,6,4,"AE",7660.133,7687.176,7708.632,7732.857,7816.216,7896.022,7917.467,7938.397,7961.586,0,7654.938,7681.981,7703.437,7727.662,7811.021,7890.827,7912.272,7933.202,7956.391,0,7669.661,7696.704,7718.16,7742.385,7825.744,7905.55,7926.995,7947.925,7971.114,0,0.616,0.667,0.711,0.762,0.896,0.993,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,39.547,44.134,48.79,54.443,73.834,97.187,104.069,110.78,119.754,0,7,7,7,7,7,7,7,7,7,0,0,1e-04,2e-04,9e-04,0.0415,0.3849,0.5347,0.6815,0.8272,0,3.556,4.801,6.043,7.436,14.597,24.683,28.181,31.392,34.908,0,-3824.469,-3837.991,-3848.718,-3860.831,-3902.511,-3942.413,-3953.136,-3963.601,-3975.195,0,0,0,0,0,0.009,0.042,0.049,0.055,0.061,0,0.033,0.043,0.05,0.057,0.08,0.103,0.109,0.114,0.12,0,0,0,0,0.011,0.047,0.071,0.078,0.083,0.089,0,0.012,0.027,0.054,0.109,0.514,0.904,0.949,0.975,0.991,0,0.027,0.033,0.036,0.04,0.056,0.073,0.079,0.083,0.088,0,0.89,0.905,0.917,0.932,0.97,0.998,1.004,1.01,1.015,0,-3817.008,-3830.584,-3840.641,-3852.919,-3894.9,-3934.558,-3945.493,-3955.328,-3968.12,0
"150","uni",48,2,0,2,500,2,2,0,6,4,"AE",8157.999,8178.964,8199.315,8222.913,8304.922,8385.951,8407.261,8430.524,8450.017,0,8152.804,8173.769,8194.12,8217.718,8299.727,8380.756,8402.066,8425.329,8444.822,0,8167.527,8188.492,8208.843,8232.441,8314.451,8395.479,8416.789,8440.052,8459.546,0,0.707,0.736,0.756,0.784,0.865,0.933,0.948,0.959,0.973,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,124.011,131.347,138.759,146.776,177.304,211.265,220.87,230.114,240.744,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,1e-04,0.0109,0.0266,0.0537,0.1341,0,11.105,13.861,15.831,18.251,30.549,45.51,50.597,54.776,60.035,0,-4073.402,-4083.885,-4094.06,-4105.859,-4146.864,-4187.378,-4198.033,-4209.664,-4219.411,0,0,0,0.016,0.025,0.054,0.077,0.084,0.089,0.096,0,0.07,0.078,0.084,0.089,0.113,0.135,0.141,0.147,0.153,0,0.034,0.044,0.05,0.057,0.082,0.105,0.112,0.117,0.123,0,0,0,0,0.001,0.033,0.319,0.443,0.558,0.723,0,0.042,0.046,0.049,0.054,0.069,0.085,0.09,0.094,0.1,0,0.916,0.924,0.93,0.938,0.961,0.981,0.985,0.988,0.992,0,-4058.624,-4068.755,-4078.619,-4090.811,-4130.945,-4172.035,-4182.312,-4191.66,-4202.571,0
"151","uni",50,1,1,2,500,2,2,0,6,4,"ACE",8099.359,8121.109,8137.448,8161.915,8245.018,8325.449,8347.265,8366.194,8388.123,0,8094.164,8115.914,8132.253,8156.72,8239.823,8320.254,8342.07,8360.999,8382.928,0,8108.887,8130.638,8146.976,8171.443,8254.546,8334.977,8356.793,8375.722,8397.651,0,0.88,0.898,0.913,0.928,0.97,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,156.771,168.076,177.388,187.43,221.043,257.466,269.265,278.512,290.308,0,7,7,7,7,7,7,7,7,7,0,0,1e-04,6e-04,0.0019,0.0616,0.4591,0.6169,0.7716,0.8875,0,2.961,4.061,5.346,6.714,13.465,22.766,25.701,29.003,32.739,0,-4044.082,-4054.957,-4063.127,-4075.36,-4116.911,-4157.127,-4168.035,-4177.499,-4188.464,0,0,0,0,0,0,0.038,0.044,0.051,0.057,0,0.026,0.037,0.046,0.054,0.077,0.099,0.104,0.11,0.116,0,0,0,0,0,0.043,0.067,0.073,0.079,0.086,0,0.02,0.046,0.09,0.154,0.582,0.929,0.965,0.986,0.995,0,0.024,0.028,0.031,0.034,0.049,0.066,0.071,0.076,0.082,0,0.966,0.971,0.975,0.979,0.992,1,1.002,1.004,1.005,0,-4036.184,-4047.11,-4056.633,-4068.077,-4109.723,-4149.473,-4160.64,-4170.6,-4180.212,0
"152","uni",51,2,1,2,500,2,2,0,6,4,"ACE",8467.012,8488.863,8509.04,8530.444,8615.103,8697.807,8721.564,8742.31,8765.154,0,8461.817,8483.668,8503.845,8525.249,8609.908,8692.612,8716.369,8737.115,8759.959,0,8476.54,8498.391,8518.568,8539.973,8624.631,8707.335,8731.092,8751.838,8774.682,0,0.837,0.853,0.868,0.883,0.929,0.966,0.975,0.982,0.99,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,239.565,250.346,260.031,270.548,312.001,354.791,366.797,376.907,389.064,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,2e-04,0.0147,0.0369,0.0822,0.19,0,9.938,12.594,14.932,17.446,28.837,43.875,48.419,52.674,57.869,0,-4227.908,-4238.834,-4248.922,-4259.625,-4301.954,-4343.306,-4355.185,-4365.558,-4376.98,0,0,0,0.011,0.023,0.05,0.075,0.081,0.087,0.093,0,0.067,0.075,0.081,0.087,0.11,0.133,0.139,0.144,0.15,0,0.029,0.04,0.048,0.055,0.079,0.103,0.109,0.114,0.121,0,0,0,0,0.001,0.048,0.358,0.495,0.633,0.786,0,0.035,0.039,0.043,0.046,0.059,0.075,0.08,0.085,0.091,0,0.953,0.958,0.962,0.967,0.98,0.99,0.993,0.995,0.997,0,-4213.208,-4224.4,-4234.565,-4245.202,-4286.564,-4328.355,-4339.151,-4349.997,-4362.655,0
"153","uni",53,1,2,2,500,2,2,0,6,4,"ACE",8390.812,8416.575,8438.501,8460.807,8542.207,8623.239,8644.655,8662.61,8690.45,0,8385.617,8411.38,8433.306,8455.612,8537.012,8618.044,8639.46,8657.415,8685.254,0,8400.34,8426.104,8448.029,8470.335,8551.735,8632.767,8654.183,8672.139,8699.978,0,0.932,0.943,0.949,0.959,0.985,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,287.936,300.952,310.713,323.926,367.674,413.521,426.258,439.816,456.834,0,7,7,7,7,7,7,7,7,7,0,1e-04,2e-04,6e-04,0.0024,0.0812,0.5142,0.6664,0.8038,0.9053,0,2.771,3.776,4.944,6.208,12.648,22.137,25.419,28.254,31.463,0,-4189.808,-4202.69,-4213.653,-4224.806,-4265.506,-4306.022,-4316.73,-4325.708,-4339.627,0,0,0,0,0,0,0.036,0.044,0.049,0.055,0,0.023,0.035,0.044,0.051,0.075,0.098,0.104,0.109,0.114,0,0,0,0,0,0.04,0.066,0.073,0.078,0.084,0,0.027,0.053,0.095,0.172,0.631,0.944,0.973,0.989,0.996,0,0.021,0.024,0.027,0.03,0.044,0.061,0.066,0.072,0.079,0,0.981,0.984,0.986,0.988,0.996,1.001,1.002,1.003,1.003,0,-4182.08,-4196.295,-4207.416,-4218.134,-4258.927,-4298.495,-4309.742,-4319.299,-4332.848,0
"154","uni",54,2,2,2,500,2,2,0,6,4,"ACE",8700.43,8722.985,8744.373,8767.198,8851.028,8935.064,8957.074,8977.156,8997.117,0,8695.235,8717.79,8739.178,8762.003,8845.833,8929.869,8951.879,8971.961,8991.922,0,8709.959,8732.513,8753.901,8776.726,8860.557,8944.592,8966.603,8986.684,9006.645,0,0.89,0.901,0.909,0.92,0.952,0.978,0.984,0.988,0.992,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,355.224,369.629,380.667,394.095,438.862,488.867,502.171,515.907,529.631,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,2e-04,0.0196,0.0494,0.0955,0.1659,0,10.38,12.137,14.077,16.66,27.956,42.147,46.439,50.497,55.495,0,-4344.618,-4355.895,-4366.589,-4378.001,-4419.917,-4461.935,-4472.94,-4482.981,-4492.961,0,0,0,0.001,0.02,0.049,0.072,0.078,0.084,0.09,0,0.068,0.074,0.079,0.086,0.108,0.13,0.136,0.141,0.147,0,0.031,0.038,0.045,0.053,0.077,0.1,0.106,0.111,0.118,0,0,0,0.001,0.002,0.057,0.398,0.544,0.661,0.762,0,0.032,0.035,0.037,0.04,0.053,0.069,0.074,0.078,0.087,0,0.969,0.972,0.974,0.977,0.986,0.994,0.995,0.997,0.998,0,-4328.55,-4341.822,-4352.395,-4363.578,-4405.727,-4447.37,-4458.676,-4468.257,-4478.06,0
"155","uni",55,0,0,1,1000,2,2,0,6,4,"E",11148.71,11183.36,11213.58,11246.39,11362.25,11476.14,11510.6,11540.83,11568.9,0,11141.44,11176.09,11206.31,11239.12,11354.98,11468.87,11503.33,11533.56,11561.63,0,11158.24,11192.89,11223.12,11255.92,11371.78,11485.67,11520.13,11550.36,11578.43,0,0,0,0,0,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0.0129,0.031,0.0565,0.1069,0.5037,0.9026,0.9507,0.9766,0.9905,0,0.019,0.047,0.101,0.205,1.371,4.472,5.747,6.941,8.677,0,7,7,7,7,7,7,7,7,7,0,0.0101,0.0238,0.0433,0.0857,0.4566,0.879,0.935,0.9638,0.9834,0,1.458,1.915,2.387,3.063,6.735,12.482,14.463,16.139,18.399,0,-5567.72,-5585.045,-5600.157,-5616.559,-5674.49,-5731.433,-5748.663,-5763.78,-5777.814,0,0,0,0,0,0,0,0.005,0.012,0.018,0,0,0,0.01,0.019,0.038,0.053,0.057,0.06,0.063,0,0,0,0,0,0,0.028,0.033,0.036,0.04,0,0.727,0.817,0.872,0.925,0.994,1,1,1,1,0,0.014,0.016,0.018,0.021,0.031,0.043,0.046,0.049,0.052,0,-0.071,-0.481,-2.259,0.386,1,1.185,1.941,3.014,8.387,0,-5564.468,-5580.591,-5596.153,-5612.624,-5670.828,-5727.581,-5744.488,-5759.83,-5773.489,0
"156","uni",56,1,0,1,1000,2,2,0,6,4,"AE",13619.36,13653.12,13678.95,13715.5,13830.28,13948.3,13980.96,14007.78,14048.2,0,13612.09,13645.85,13671.68,13708.23,13823.01,13941.02,13973.69,14000.51,14040.93,0,13628.89,13662.66,13688.48,13725.03,13839.81,13957.83,13990.49,14017.32,14057.73,0,0.759,0.775,0.792,0.809,0.863,0.909,0.921,0.929,0.939,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,273.443,286.916,297.017,309.3,353.276,400.433,414.161,426.305,439.649,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1e-04,3e-04,0,27.583,31.218,34.602,38.775,55.038,74.569,80.998,86.782,94.188,0,-6803.043,-6819.927,-6832.84,-6851.116,-6908.505,-6967.512,-6983.845,-6997.257,-7017.466,0,0.034,0.039,0.043,0.048,0.063,0.079,0.083,0.087,0.092,0,0.076,0.081,0.084,0.089,0.104,0.119,0.124,0.127,0.132,0,0.054,0.059,0.063,0.067,0.083,0.098,0.103,0.107,0.112,0,0,0,0,0,0.003,0.072,0.137,0.216,0.332,0,0.044,0.047,0.049,0.052,0.063,0.074,0.078,0.081,0.084,0,0.931,0.936,0.941,0.946,0.961,0.974,0.977,0.98,0.983,0,-6776.819,-6793.09,-6806.191,-6823.847,-6880.166,-6938.575,-6955.475,-6969.964,-6984.869,0
"157","uni",57,2,0,1,1000,2,2,0,6,4,"AE",14970.99,15009.19,15032.98,15065.89,15182.9,15302.5,15333.81,15361.5,15393.44,0,14963.72,15001.92,15025.71,15058.61,15175.63,15295.22,15326.53,15354.23,15386.17,0,14980.52,15018.72,15042.51,15075.42,15192.43,15312.03,15343.34,15371.04,15402.97,0,0.738,0.751,0.762,0.776,0.817,0.855,0.864,0.874,0.883,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,598.982,616.021,631.572,647.412,705.932,767.076,784.205,799.867,816.03,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,88.689,95.994,101.464,108.212,135.689,166.285,175.423,185.724,193.95,0,-7478.861,-7497.96,-7509.855,-7526.307,-7584.816,-7644.611,-7660.267,-7674.117,-7690.084,0,0.089,0.093,0.097,0.101,0.116,0.131,0.136,0.14,0.144,0,0.129,0.133,0.137,0.141,0.156,0.171,0.175,0.18,0.184,0,0.108,0.113,0.116,0.12,0.136,0.151,0.155,0.16,0.163,0,0,0,0,0,0,0,0,0,0,0,0.063,0.065,0.067,0.07,0.079,0.09,0.093,0.096,0.099,0,0.925,0.929,0.932,0.936,0.948,0.958,0.961,0.964,0.966,0,-7416.389,-7431.669,-7443.582,-7459.024,-7516.192,-7574.366,-7590.236,-7604.448,-7619.583,0
"158","uni",59,1,1,1,1000,2,2,0,6,4,"ACE",14719.63,14751.76,14779.07,14808.57,14925.93,15037.33,15070.11,15100.7,15129.42,0,14712.36,14744.49,14771.8,14801.29,14918.66,15030.06,15062.83,15093.43,15122.15,0,14729.16,14761.3,14788.6,14818.1,14935.46,15046.86,15079.64,15110.24,15138.95,0,0.909,0.917,0.923,0.93,0.951,0.969,0.974,0.978,0.981,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,757.761,772.149,788.254,808.132,877.274,945.146,966.329,980.994,999.568,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,1e-04,4e-04,0.0017,0,22.998,26.339,29.54,33.778,49.53,68.746,74.669,80.54,87.285,0,-7353.18,-7369.247,-7382.9,-7397.647,-7456.328,-7512.028,-7528.417,-7543.717,-7558.076,0,0.027,0.032,0.037,0.042,0.058,0.074,0.079,0.083,0.088,0,0.07,0.075,0.079,0.083,0.099,0.115,0.119,0.123,0.128,0,0.048,0.053,0.057,0.062,0.078,0.094,0.098,0.102,0.107,0,0,0,0,0,0.011,0.154,0.267,0.382,0.524,0,0.031,0.033,0.035,0.037,0.046,0.056,0.059,0.063,0.067,0,0.974,0.976,0.978,0.98,0.986,0.991,0.993,0.994,0.995,0,-7329.266,-7345.174,-7357.508,-7373.205,-7431.148,-7486.61,-7502.479,-7516.509,-7531.378,0
"159","uni",60,2,1,1,1000,2,2,0,6,4,"ACE",15697.62,15735.35,15763.18,15794.72,15913.25,16028.58,16065.12,16096.46,16131.7,0,15690.35,15728.08,15755.91,15787.45,15905.98,16021.31,16057.85,16089.19,16124.43,0,15707.16,15744.88,15772.71,15804.25,15922.78,16038.11,16074.66,16105.99,16141.23,0,0.84,0.849,0.856,0.863,0.89,0.914,0.92,0.925,0.931,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,983.559,1005.042,1024.307,1043.028,1114.333,1189.535,1209.668,1227.81,1252.207,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,83.001,90.715,95.826,102.873,129.374,158.263,167.465,176.441,187.806,0,-7842.177,-7861.038,-7874.956,-7890.723,-7949.99,-8007.655,-8025.926,-8041.593,-8059.215,0,0.085,0.09,0.093,0.098,0.113,0.128,0.132,0.136,0.141,0,0.125,0.13,0.133,0.138,0.153,0.167,0.172,0.176,0.181,0,0.104,0.109,0.113,0.117,0.132,0.147,0.151,0.156,0.161,0,0,0,0,0,0,0,0,0,0,0,0.048,0.05,0.052,0.054,0.062,0.071,0.074,0.077,0.081,0,0.954,0.957,0.959,0.961,0.969,0.975,0.977,0.979,0.98,0,-7781.066,-7797.715,-7812.397,-7827.418,-7884.561,-7941.661,-7956.941,-7973.879,-7990.248,0
"160","uni",62,1,2,1,1000,2,2,0,6,4,"ACE",15422.8,15453.51,15481.46,15511.31,15628.37,15743.58,15774.28,15805.22,15833.23,0,15415.53,15446.24,15474.19,15504.04,15621.1,15736.31,15767.01,15797.95,15825.96,0,15432.33,15463.04,15491,15520.84,15637.9,15753.11,15783.81,15814.75,15842.76,0,0.942,0.947,0.951,0.955,0.969,0.98,0.983,0.986,0.988,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1182.629,1203.934,1222.063,1245.316,1323.596,1404.434,1427.952,1445.397,1469.046,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,1e-04,5e-04,0.002,0,22.557,25.729,28.92,32.958,48.087,65.899,71.687,76.643,83.173,0,-7704.766,-7720.119,-7734.096,-7749.02,-7807.549,-7865.152,-7880.505,-7895.976,-7909.981,0,0.026,0.031,0.036,0.041,0.057,0.072,0.077,0.08,0.085,0,0.07,0.074,0.078,0.083,0.098,0.113,0.117,0.12,0.125,0,0.047,0.052,0.056,0.061,0.077,0.092,0.096,0.1,0.104,0,0,0,0,0,0.014,0.172,0.286,0.405,0.542,0,0.025,0.026,0.028,0.03,0.038,0.048,0.052,0.055,0.06,0,0.983,0.985,0.986,0.987,0.991,0.994,0.995,0.996,0.997,0,-7681.248,-7696.067,-7708.935,-7725.409,-7782.289,-7840.13,-7856.035,-7870.789,-7884.028,0
"161","uni",63,2,2,1,1000,2,2,0,6,4,"ACE",16238.33,16273.32,16299.74,16335.64,16455.17,16571.21,16603.95,16631.56,16664.27,0,16231.06,16266.05,16292.47,16328.37,16447.9,16563.93,16596.68,16624.29,16657,0,16247.86,16282.85,16309.27,16345.17,16464.7,16580.74,16613.48,16641.09,16673.8,0,0.881,0.886,0.892,0.898,0.918,0.936,0.941,0.945,0.949,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1331.485,1349.897,1370.884,1391.982,1469.949,1552.389,1577.634,1594.95,1617.308,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,81.981,88.142,93.709,100.533,126.918,155.992,164.969,173.416,181.36,0,-8112.53,-8130.026,-8143.233,-8161.186,-8220.948,-8278.967,-8295.338,-8309.145,-8325.499,0,0.084,0.088,0.092,0.096,0.111,0.127,0.131,0.135,0.138,0,0.124,0.128,0.132,0.136,0.151,0.166,0.171,0.174,0.178,0,0.103,0.108,0.111,0.116,0.131,0.146,0.15,0.154,0.158,0,0,0,0,0,0,0,0,0,0,0,0.04,0.041,0.043,0.044,0.051,0.061,0.064,0.067,0.072,0,0.966,0.967,0.969,0.971,0.977,0.982,0.983,0.984,0.985,0,-8052.275,-8066.675,-8082.158,-8098.774,-8156.804,-8213.374,-8228.636,-8241.5,-8257.741,0
"162","uni",64,0,0,2,1000,2,2,0,6,4,"E",13927.37,13960.84,13987.92,14022.46,14137.7,14249.48,14280.09,14304.49,14336.17,0,13920.1,13953.57,13980.65,14015.19,14130.43,14242.21,14272.82,14297.22,14328.9,0,13936.9,13970.38,13997.45,14031.99,14147.23,14259.01,14289.62,14314.02,14345.7,0,0,0,0,0,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0.0093,0.0267,0.0533,0.1067,0.5012,0.8964,0.9487,0.9749,0.9911,0,0.018,0.05,0.104,0.219,1.381,4.473,5.861,7.238,9.286,0,7,7,7,7,7,7,7,7,7,0,0.0075,0.0163,0.0394,0.0787,0.4561,0.8708,0.9354,0.9651,0.986,0,1.384,1.898,2.386,3.147,6.742,12.738,14.726,17.169,19.231,0,-6957.049,-6973.786,-6987.325,-7004.596,-7062.216,-7118.104,-7133.408,-7145.608,-7161.448,0,0,0,0,0,0,0,0.007,0.015,0.02,0,0,0,0.01,0.02,0.038,0.053,0.057,0.061,0.065,0,0,0,0,0,0,0.029,0.033,0.038,0.042,0,0.693,0.778,0.864,0.919,0.994,1,1,1,1,0,0.014,0.016,0.018,0.021,0.031,0.043,0.047,0.05,0.055,0,-0.013,-0.325,-1.607,0.303,1,1.231,1.909,3.245,6.241,0,-6952.381,-6969.869,-6984.002,-7000.351,-7058.66,-7114.401,-7129.779,-7142.52,-7157.087,0
