"","Method","id","ace_a","ace_c","ace_e","n","NGroups","NDependentVars","NIndependentVars","NContinuousLatentVars","Parameters","TrueModel","aBIC_ce_0.01","aBIC_ce_0.025","aBIC_ce_0.05","aBIC_ce_0.1","aBIC_ce_0.5","aBIC_ce_0.9","aBIC_ce_0.95","aBIC_ce_0.975","aBIC_ce_0.99","aBIC_ce_NA","AIC_ce_0.01","AIC_ce_0.025","AIC_ce_0.05","AIC_ce_0.1","AIC_ce_0.5","AIC_ce_0.9","AIC_ce_0.95","AIC_ce_0.975","AIC_ce_0.99","AIC_ce_NA","BIC_ce_0.01","BIC_ce_0.025","BIC_ce_0.05","BIC_ce_0.1","BIC_ce_0.5","BIC_ce_0.9","BIC_ce_0.95","BIC_ce_0.975","BIC_ce_0.99","BIC_ce_NA","CFI_ce_0.01","CFI_ce_0.025","CFI_ce_0.05","CFI_ce_0.1","CFI_ce_0.5","CFI_ce_0.9","CFI_ce_0.95","CFI_ce_0.975","CFI_ce_0.99","CFI_ce_NA","ChiSqBaseline_DF_ce_0.01","ChiSqBaseline_DF_ce_0.025","ChiSqBaseline_DF_ce_0.05","ChiSqBaseline_DF_ce_0.1","ChiSqBaseline_DF_ce_0.5","ChiSqBaseline_DF_ce_0.9","ChiSqBaseline_DF_ce_0.95","ChiSqBaseline_DF_ce_0.975","ChiSqBaseline_DF_ce_0.99","ChiSqBaseline_DF_ce_NA","ChiSqBaseline_PValue_ce_0.01","ChiSqBaseline_PValue_ce_0.025","ChiSqBaseline_PValue_ce_0.05","ChiSqBaseline_PValue_ce_0.1","ChiSqBaseline_PValue_ce_0.5","ChiSqBaseline_PValue_ce_0.9","ChiSqBaseline_PValue_ce_0.95","ChiSqBaseline_PValue_ce_0.975","ChiSqBaseline_PValue_ce_0.99","ChiSqBaseline_PValue_ce_NA","ChiSqBaseline_Value_ce_0.01","ChiSqBaseline_Value_ce_0.025","ChiSqBaseline_Value_ce_0.05","ChiSqBaseline_Value_ce_0.1","ChiSqBaseline_Value_ce_0.5","ChiSqBaseline_Value_ce_0.9","ChiSqBaseline_Value_ce_0.95","ChiSqBaseline_Value_ce_0.975","ChiSqBaseline_Value_ce_0.99","ChiSqBaseline_Value_ce_NA","ChiSqM_DF_ce_0.01","ChiSqM_DF_ce_0.025","ChiSqM_DF_ce_0.05","ChiSqM_DF_ce_0.1","ChiSqM_DF_ce_0.5","ChiSqM_DF_ce_0.9","ChiSqM_DF_ce_0.95","ChiSqM_DF_ce_0.975","ChiSqM_DF_ce_0.99","ChiSqM_DF_ce_NA","ChiSqM_PValue_ce_0.01","ChiSqM_PValue_ce_0.025","ChiSqM_PValue_ce_0.05","ChiSqM_PValue_ce_0.1","ChiSqM_PValue_ce_0.5","ChiSqM_PValue_ce_0.9","ChiSqM_PValue_ce_0.95","ChiSqM_PValue_ce_0.975","ChiSqM_PValue_ce_0.99","ChiSqM_PValue_ce_NA","ChiSqM_Value_ce_0.01","ChiSqM_Value_ce_0.025","ChiSqM_Value_ce_0.05","ChiSqM_Value_ce_0.1","ChiSqM_Value_ce_0.5","ChiSqM_Value_ce_0.9","ChiSqM_Value_ce_0.95","ChiSqM_Value_ce_0.975","ChiSqM_Value_ce_0.99","ChiSqM_Value_ce_NA","LL_ce_0.01","LL_ce_0.025","LL_ce_0.05","LL_ce_0.1","LL_ce_0.5","LL_ce_0.9","LL_ce_0.95","LL_ce_0.975","LL_ce_0.99","LL_ce_NA","RMSEA_90CI_LB_ce_0.01","RMSEA_90CI_LB_ce_0.025","RMSEA_90CI_LB_ce_0.05","RMSEA_90CI_LB_ce_0.1","RMSEA_90CI_LB_ce_0.5","RMSEA_90CI_LB_ce_0.9","RMSEA_90CI_LB_ce_0.95","RMSEA_90CI_LB_ce_0.975","RMSEA_90CI_LB_ce_0.99","RMSEA_90CI_LB_ce_NA","RMSEA_90CI_UB_ce_0.01","RMSEA_90CI_UB_ce_0.025","RMSEA_90CI_UB_ce_0.05","RMSEA_90CI_UB_ce_0.1","RMSEA_90CI_UB_ce_0.5","RMSEA_90CI_UB_ce_0.9","RMSEA_90CI_UB_ce_0.95","RMSEA_90CI_UB_ce_0.975","RMSEA_90CI_UB_ce_0.99","RMSEA_90CI_UB_ce_NA","RMSEA_Estimate_ce_0.01","RMSEA_Estimate_ce_0.025","RMSEA_Estimate_ce_0.05","RMSEA_Estimate_ce_0.1","RMSEA_Estimate_ce_0.5","RMSEA_Estimate_ce_0.9","RMSEA_Estimate_ce_0.95","RMSEA_Estimate_ce_0.975","RMSEA_Estimate_ce_0.99","RMSEA_Estimate_ce_NA","RMSEA_pLT05_ce_0.01","RMSEA_pLT05_ce_0.025","RMSEA_pLT05_ce_0.05","RMSEA_pLT05_ce_0.1","RMSEA_pLT05_ce_0.5","RMSEA_pLT05_ce_0.9","RMSEA_pLT05_ce_0.95","RMSEA_pLT05_ce_0.975","RMSEA_pLT05_ce_0.99","RMSEA_pLT05_ce_NA","SRMR_ce_0.01","SRMR_ce_0.025","SRMR_ce_0.05","SRMR_ce_0.1","SRMR_ce_0.5","SRMR_ce_0.9","SRMR_ce_0.95","SRMR_ce_0.975","SRMR_ce_0.99","SRMR_ce_NA","TLI_ce_0.01","TLI_ce_0.025","TLI_ce_0.05","TLI_ce_0.1","TLI_ce_0.5","TLI_ce_0.9","TLI_ce_0.95","TLI_ce_0.975","TLI_ce_0.99","TLI_ce_NA","UnrestrictedLL_ce_0.01","UnrestrictedLL_ce_0.025","UnrestrictedLL_ce_0.05","UnrestrictedLL_ce_0.1","UnrestrictedLL_ce_0.5","UnrestrictedLL_ce_0.9","UnrestrictedLL_ce_0.95","UnrestrictedLL_ce_0.975","UnrestrictedLL_ce_0.99","UnrestrictedLL_ce_NA"
"17","cor",21,2,0,1,250,2,2,0,6,4,"AE",2643.75,2652.544,2661.214,2670.675,2699.303,2727.224,2733.887,2739.609,2746.845,0,2640.628,2649.422,2658.093,2667.553,2696.181,2724.102,2730.766,2736.487,2743.724,0,2653.272,2662.066,2670.737,2680.197,2708.825,2736.746,2743.409,2749.131,2756.367,0,0.676,0.707,0.734,0.762,0.854,0.931,0.951,0.968,0.986,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,124.946,132.3,139.763,147.368,177.428,207.716,217.569,226.406,236.041,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0.0098,0.0348,0.0936,0.2365,0,9.214,12.192,15.087,18.528,32.467,50.354,55.934,61.014,66.614,0,-1317.314,-1321.711,-1326.046,-1330.777,-1345.091,-1359.051,-1362.383,-1365.244,-1368.862,0,0,0,0.017,0.037,0.081,0.118,0.128,0.137,0.146,0,0.09,0.104,0.115,0.127,0.164,0.2,0.209,0.218,0.226,0,0.036,0.054,0.068,0.081,0.121,0.157,0.167,0.176,0.185,0,0,0,0,0,0.003,0.109,0.226,0.382,0.598,0,0.039,0.045,0.05,0.055,0.074,0.093,0.099,0.104,0.11,0,0.908,0.916,0.924,0.932,0.958,0.98,0.986,0.991,0.996,0,-1298.891,-1303.72,-1308.139,-1313.075,-1328.218,-1343.248,-1347.025,-1350.783,-1354.302,0
"18","cor",23,1,1,1,250,2,2,0,6,4,"ACE",2570.402,2580.676,2590.275,2600.578,2634.871,2666.781,2676.278,2683.719,2693.059,0,2567.281,2577.555,2587.153,2597.456,2631.749,2663.66,2673.156,2680.598,2689.937,0,2579.925,2590.198,2599.797,2610.1,2644.393,2676.304,2685.8,2693.241,2702.581,0,0.877,0.897,0.911,0.929,0.983,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,161.341,170.563,178.613,187.943,220.671,255.022,265.608,275.333,284.947,0,7,7,7,7,7,7,7,7,7,0,0,1e-04,4e-04,0.0017,0.1464,0.8447,0.9654,0.9957,0.9999,0,0.282,0.937,1.891,3.408,10.811,23.041,26.723,30.373,35.235,0,-1280.64,-1285.777,-1290.577,-1295.728,-1312.875,-1328.83,-1333.578,-1337.299,-1341.969,0,0,0,0,0,0,0.054,0.065,0.075,0.087,0,0,0,0,0.044,0.098,0.14,0.15,0.159,0.17,0,0,0,0,0,0.047,0.096,0.106,0.116,0.127,0,0.001,0.005,0.014,0.037,0.478,0.964,0.994,0.999,1,0,0.006,0.011,0.015,0.02,0.037,0.054,0.059,0.063,0.068,0,0.965,0.97,0.975,0.98,0.995,1.005,1.007,1.008,1.009,0,-1274.289,-1279.223,-1284.111,-1289.41,-1306.59,-1322.96,-1327.603,-1331.558,-1336.249,0
"19","cor",24,2,1,1,250,2,2,0,6,4,"ACE",2527.056,2540.293,2548.871,2558.511,2595.002,2630.988,2640.354,2648.913,2658.286,0,2523.934,2537.172,2545.75,2555.389,2591.88,2627.867,2637.232,2645.791,2655.164,0,2536.578,2549.815,2558.393,2568.033,2604.524,2640.51,2649.876,2658.435,2667.808,0,0.791,0.813,0.83,0.851,0.913,0.965,0.976,0.986,0.998,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,215.463,224.963,234.078,244.214,279.57,316.191,327.365,336.418,347.327,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,1e-04,0.02,0.0621,0.1562,0.3657,0,7.636,10.535,13.422,16.6,31.056,49.571,54.723,61.049,66.49,0,-1258.967,-1265.586,-1269.875,-1274.695,-1292.94,-1310.933,-1315.616,-1319.896,-1324.582,0,0,0,0,0.027,0.077,0.117,0.126,0.137,0.145,0,0.082,0.097,0.109,0.121,0.161,0.198,0.207,0.218,0.226,0,0.019,0.045,0.061,0.074,0.117,0.156,0.165,0.176,0.184,0,0,0,0,0,0.004,0.166,0.309,0.493,0.721,0,0.027,0.032,0.036,0.04,0.056,0.072,0.077,0.08,0.085,0,0.94,0.947,0.951,0.957,0.975,0.99,0.993,0.996,0.999,0,-1242.657,-1248.704,-1253.242,-1258.838,-1277.149,-1294.821,-1299.84,-1304.426,-1309.104,0
"20","cor",26,1,2,1,250,2,2,0,6,4,"ACE",2446.356,2459.985,2470.204,2482.163,2523,2561.515,2572.358,2580.147,2588.825,0,2443.234,2456.864,2467.082,2479.041,2519.879,2558.394,2569.237,2577.025,2585.703,0,2455.878,2469.508,2479.726,2491.685,2532.522,2571.038,2581.881,2589.669,2598.347,0,0.912,0.926,0.938,0.952,0.989,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,266.359,275.168,283.518,294.054,331.937,372.458,383.915,394.804,406.98,0,7,7,7,7,7,7,7,7,7,0,0,0,2e-04,0.0016,0.1504,0.8817,0.9786,0.9964,0.9999,0,0.247,0.888,1.599,3.035,10.728,23.194,27.667,31.722,36.863,0,-1218.617,-1225.432,-1230.541,-1236.521,-1256.939,-1276.197,-1281.618,-1285.512,-1289.852,0,0,0,0,0,0,0.055,0.068,0.079,0.091,0,0,0,0,0.038,0.098,0.141,0.153,0.162,0.174,0,0,0,0,0,0.046,0.096,0.109,0.119,0.131,0,0.001,0.003,0.01,0.036,0.484,0.975,0.997,1,1,0,0.004,0.008,0.011,0.015,0.028,0.042,0.046,0.05,0.054,0,0.975,0.979,0.982,0.986,0.997,1.003,1.005,1.005,1.006,0,-1213.39,-1219.466,-1224.943,-1230.641,-1250.966,-1269.9,-1275.173,-1279.298,-1283.711,0
"21","cor",27,2,2,1,250,2,2,0,6,4,"ACE",2427.881,2439.134,2450.971,2463.438,2506.737,2546.46,2556.761,2566.117,2578.411,0,2424.76,2436.012,2447.85,2460.316,2503.615,2543.338,2553.639,2562.995,2575.289,0,2437.404,2448.656,2460.493,2472.96,2516.259,2555.982,2566.283,2575.639,2587.933,0,0.839,0.857,0.87,0.885,0.936,0.976,0.985,0.991,0.998,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,298.037,308.538,317.881,329.17,368.312,411.357,422.965,434.186,446.011,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,1e-04,0.0284,0.0894,0.1768,0.3553,0,7.739,10.182,12.354,15.652,30.32,49.718,55.249,59.815,67.032,0,-1209.38,-1215.006,-1220.925,-1227.158,-1248.808,-1268.669,-1273.82,-1278.498,-1284.645,0,0,0,0,0.022,0.075,0.117,0.127,0.135,0.146,0,0.082,0.095,0.105,0.118,0.159,0.198,0.208,0.216,0.227,0,0.021,0.043,0.055,0.07,0.115,0.156,0.166,0.174,0.185,0,0,0,0,0,0.005,0.202,0.374,0.523,0.712,0,0.022,0.025,0.028,0.031,0.045,0.058,0.062,0.066,0.07,0,0.954,0.959,0.963,0.967,0.982,0.993,0.996,0.997,0.999,0,-1193.433,-1199.832,-1205.449,-1211.237,-1232.755,-1252.338,-1257.972,-1262.635,-1267.844,0
"22","cor",28,0,0,2,250,2,2,0,6,4,"E",2837.601,2838.769,2840,2840.999,2842.947,2842.991,2842.991,2842.991,2842.991,798,2834.479,2835.648,2836.878,2837.877,2839.825,2839.869,2839.869,2839.869,2839.869,798,2847.123,2848.292,2849.522,2850.521,2852.469,2852.513,2852.513,2852.513,2852.513,798,0.825,1,1,1,1,1,1,1,1,798,2,2,2,2,2,2,2,2,2,798,0.011,0.0281,0.0553,0.1032,0.4982,0.9172,0.9578,0.9777,0.9927,798,0.015,0.044,0.086,0.172,1.392,4.537,5.786,7.097,8.973,798,7,7,7,7,7,7,7,7,7,798,0.3187,0.5454,0.6759,0.8169,0.9984,1,1,1,1,798,0,0.002,0.008,0.035,0.697,3.668,4.85,5.935,8.126,798,-1414.24,-1414.824,-1415.439,-1415.939,-1416.913,-1416.935,-1416.935,-1416.935,-1416.935,798,0,0,0,0,0,0,0,0,0,798,0,0,0,0,0,0.048,0.061,0.07,0.085,798,0,0,0,0,0,0,0,0,0.025,798,0.681,0.841,0.904,0.956,1,1,1,1,1,798,0,0.001,0.002,0.004,0.017,0.038,0.044,0.048,0.057,798,0.95,1,1,1,1,3.254,6.608,12.485,33.366,798,-1412.427,-1413.363,-1414.039,-1414.664,-1416.238,-1416.848,-1416.891,-1416.912,-1416.927,798
"23","cor",29,1,0,2,250,2,2,0,6,4,"AE",2780.466,2785.903,2789.943,2794.71,2810.853,2823.852,2826.874,2829.229,2831.968,0,2777.345,2782.781,2786.822,2791.589,2807.732,2820.73,2823.752,2826.108,2828.847,0,2789.988,2795.425,2799.466,2804.232,2820.375,2833.374,2836.396,2838.751,2841.491,0,0.706,0.771,0.833,0.893,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2e-04,6e-04,0,14.525,17.323,20.071,23.259,37.505,54.462,60.106,64.233,69.761,0,7,7,7,7,7,7,7,7,7,0,0.0059,0.0197,0.0532,0.1194,0.7481,0.9992,1,1,1,0,0.008,0.043,0.163,0.556,4.265,11.469,13.848,16.603,19.847,0,-1385.672,-1388.391,-1390.411,-1392.794,-1400.866,-1407.365,-1408.876,-1410.054,-1411.423,0,0,0,0,0,0,0,0,0.027,0.043,0,0,0,0,0,0.055,0.101,0.111,0.121,0.131,0,0,0,0,0,0,0.051,0.063,0.074,0.086,0,0.081,0.164,0.285,0.432,0.932,1,1,1,1,0,0.002,0.004,0.007,0.014,0.037,0.061,0.067,0.073,0.08,0,0.916,0.935,0.952,0.969,1.022,1.067,1.086,1.103,1.133,0,-1381.945,-1384.782,-1386.876,-1389.698,-1398.182,-1405.301,-1406.897,-1408.27,-1409.581,0
"24","cor",30,2,0,2,250,2,2,0,6,4,"AE",2722.698,2730.968,2737.045,2744.459,2766.757,2787.105,2792.249,2796.739,2801.391,0,2719.576,2727.846,2733.924,2741.337,2763.635,2783.983,2789.128,2793.617,2798.27,0,2732.22,2740.49,2746.567,2753.981,2776.279,2796.627,2801.771,2806.261,2810.914,0,0.714,0.753,0.785,0.822,0.941,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,51.623,57.497,61.75,67.722,89.454,113.599,121.449,128.059,136.781,0,7,7,7,7,7,7,7,7,7,0,0,1e-04,3e-04,0.0014,0.0988,0.7251,0.8925,0.9693,0.9964,0,0.886,1.785,2.916,4.463,12.05,23.527,27.46,30.777,34.982,0,-1356.788,-1360.923,-1363.962,-1367.669,-1378.818,-1388.992,-1391.564,-1393.808,-1396.135,0,0,0,0,0,0,0.056,0.068,0.076,0.087,0,0,0,0.035,0.057,0.104,0.142,0.152,0.16,0.17,0,0,0,0,0,0.054,0.097,0.108,0.117,0.126,0,0.001,0.005,0.011,0.033,0.393,0.924,0.977,0.995,0.999,0,0.015,0.021,0.027,0.034,0.055,0.078,0.084,0.089,0.094,0,0.918,0.929,0.938,0.949,0.983,1.009,1.015,1.02,1.024,0,-1348.489,-1352.901,-1356.089,-1360.115,-1372.206,-1383.024,-1386.052,-1388.183,-1391.062,0
"25","cor",32,1,1,2,250,2,2,0,6,4,"ACE",2686.477,2696.556,2703.116,2710.583,2737.056,2760.439,2766.614,2771.52,2777.994,0,2683.356,2693.435,2699.995,2707.462,2733.934,2757.318,2763.493,2768.398,2774.872,0,2695.999,2706.078,2712.639,2720.106,2746.578,2769.961,2776.136,2781.042,2787.516,0,0.897,0.92,0.945,0.968,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,69.368,75.096,80.664,87.073,110.467,137.006,145.057,152.209,160.693,0,7,7,7,7,7,7,7,7,7,0,0.0078,0.0238,0.0633,0.1552,0.8242,0.9999,1,1,1,0,0.003,0.027,0.093,0.321,3.597,10.633,13.38,16.131,19.031,0,-1338.678,-1343.717,-1346.997,-1350.731,-1363.967,-1375.659,-1378.746,-1381.199,-1384.436,0,0,0,0,0,0,0,0,0.025,0.039,0,0,0,0,0,0.047,0.097,0.109,0.119,0.129,0,0,0,0,0,0,0.046,0.06,0.072,0.083,0,0.095,0.183,0.312,0.491,0.958,1,1,1,1,0,0.001,0.002,0.005,0.008,0.028,0.048,0.054,0.06,0.065,0,0.971,0.977,0.984,0.991,1.009,1.019,1.021,1.023,1.025,0,-1336.438,-1340.822,-1344.398,-1348.414,-1361.696,-1373.397,-1376.597,-1379.384,-1382.149,0
"26","cor",33,2,1,2,250,2,2,0,6,4,"ACE",2642.937,2652.601,2660.646,2669.26,2699.2,2726.12,2733.625,2739.252,2745.731,0,2639.816,2649.48,2657.524,2666.139,2696.078,2722.998,2730.504,2736.131,2742.609,0,2652.459,2662.124,2670.168,2678.783,2708.722,2735.642,2743.148,2748.775,2755.253,0,0.828,0.854,0.876,0.898,0.97,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,107.257,115.249,121.771,128.409,156.648,187.011,196.636,203.383,212.948,0,7,7,7,7,7,7,7,7,7,0,0,1e-04,3e-04,0.0017,0.1167,0.8189,0.9363,0.983,0.9995,0,0.475,1.475,2.37,3.651,11.536,23.067,27.181,30.766,35.088,0,-1316.908,-1321.74,-1325.762,-1330.069,-1345.039,-1358.499,-1362.252,-1365.065,-1368.305,0,0,0,0,0,0,0.054,0.067,0.076,0.087,0,0,0,0.019,0.048,0.101,0.141,0.151,0.16,0.17,0,0,0,0,0,0.051,0.096,0.107,0.117,0.127,0,0.001,0.005,0.012,0.037,0.427,0.956,0.988,0.997,1,0,0.009,0.016,0.02,0.025,0.045,0.064,0.069,0.074,0.079,0,0.951,0.958,0.964,0.971,0.991,1.006,1.009,1.011,1.013,0,-1310.287,-1315.228,-1318.605,-1323.426,-1338.606,-1352.727,-1356.029,-1359.28,-1363.275,0
"27","cor",35,1,2,2,250,2,2,0,6,4,"ACE",2603.984,2614.028,2621.567,2631.41,2663.235,2693.072,2701.031,2708.253,2715.463,0,2600.862,2610.906,2618.445,2628.288,2660.113,2689.951,2697.909,2705.131,2712.341,0,2613.506,2623.55,2631.089,2640.932,2672.757,2702.595,2710.553,2717.775,2724.985,0,0.929,0.948,0.963,0.978,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,131.58,139.047,146.148,154.381,184.284,216.826,225.783,234.408,244.636,0,7,7,7,7,7,7,7,7,7,0,0.0048,0.0166,0.0498,0.1388,0.8422,0.9999,1,1,1,0,0.003,0.017,0.068,0.253,3.43,10.99,14.067,17.121,20.346,0,-1297.431,-1302.453,-1306.222,-1311.144,-1327.056,-1341.975,-1345.955,-1349.566,-1353.171,0,0,0,0,0,0,0,0,0.03,0.045,0,0,0,0,0,0.044,0.099,0.112,0.123,0.133,0,0,0,0,0,0,0.048,0.064,0.076,0.087,0,0.071,0.149,0.275,0.466,0.963,1,1,1,1,0,0.001,0.002,0.003,0.006,0.022,0.041,0.046,0.05,0.056,0,0.98,0.985,0.989,0.994,1.006,1.011,1.012,1.013,1.014,0,-1294.408,-1299.669,-1304.02,-1308.516,-1324.789,-1339.739,-1343.859,-1347.304,-1351.028,0
"28","cor",36,2,2,2,250,2,2,0,6,4,"ACE",2568.529,2580.8,2590.895,2600.114,2635.635,2668.492,2676.486,2683.784,2691.974,0,2565.408,2577.679,2587.774,2596.993,2632.513,2665.371,2673.364,2680.662,2688.852,0,2578.051,2590.322,2600.417,2609.637,2645.157,2678.014,2686.008,2693.306,2701.496,0,0.872,0.891,0.91,0.927,0.983,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,161.57,170.385,177.239,186.741,219.727,255.206,265.407,274.656,286.744,0,7,7,7,7,7,7,7,7,7,0,0,1e-04,3e-04,0.0017,0.1457,0.8576,0.9731,0.9956,0.9998,0,0.347,0.946,1.731,3.281,10.841,23.035,26.91,30.729,36.143,0,-1279.704,-1285.839,-1290.887,-1295.496,-1313.257,-1329.685,-1333.682,-1337.331,-1341.426,0,0,0,0,0,0,0.054,0.066,0.076,0.089,0,0,0,0,0.042,0.098,0.14,0.151,0.16,0.172,0,0,0,0,0,0.047,0.096,0.107,0.116,0.129,0,0.001,0.005,0.013,0.037,0.477,0.968,0.996,0.999,1,0,0.007,0.011,0.015,0.02,0.037,0.055,0.06,0.064,0.07,0,0.963,0.969,0.974,0.979,0.995,1.005,1.007,1.008,1.01,0,-1273.443,-1279.603,-1284.224,-1289.33,-1307.067,-1323.552,-1328.258,-1331.652,-1336.131,0
"29","cor",37,0,0,1,500,2,2,0,6,4,"E",5677.174,5678.506,5679.827,5680.903,5682.91,5682.945,5682.945,5682.945,5682.945,761,5671.979,5673.311,5674.632,5675.708,5677.715,5677.75,5677.75,5677.75,5677.75,761,5686.702,5688.034,5689.355,5690.431,5692.438,5692.473,5692.473,5692.473,5692.473,761,0.782,1,1,1,1,1,1,1,1,761,2,2,2,2,2,2,2,2,2,761,0.009,0.0237,0.0446,0.0905,0.5331,0.9154,0.9559,0.9769,0.9904,761,0.019,0.046,0.09,0.177,1.258,4.803,6.214,7.483,9.313,761,7,7,7,7,7,7,7,7,7,761,0.2991,0.4807,0.6485,0.8022,0.9986,1,1,1,1,761,0,0.003,0.011,0.036,0.67,3.796,5.091,6.518,8.369,761,-2832.989,-2833.655,-2834.316,-2834.854,-2835.857,-2835.875,-2835.875,-2835.875,-2835.875,761,0,0,0,0,0,0,0,0,0,761,0,0,0,0,0,0.035,0.045,0.053,0.061,761,0,0,0,0,0,0,0,0,0.02,761,0.864,0.935,0.97,0.989,1,1,1,1,1,761,0,0.001,0.001,0.003,0.012,0.027,0.032,0.036,0.041,761,0.938,1,1,1,1,2.906,5.253,9.651,22.622,761,-2831.162,-2832.132,-2832.764,-2833.473,-2835.246,-2835.787,-2835.83,-2835.852,-2835.865,761
"30","cor",38,1,0,1,500,2,2,0,6,4,"AE",5471.793,5482.349,5490.36,5500.362,5531.605,5560.138,5568.53,5574.554,5580.791,0,5466.598,5477.154,5485.165,5495.167,5526.41,5554.943,5563.335,5569.359,5575.595,0,5481.321,5491.877,5499.888,5509.89,5541.133,5569.666,5578.058,5584.082,5590.319,0,0.745,0.777,0.797,0.82,0.899,0.964,0.979,0.992,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,123.363,130.544,137.65,145.415,177.222,210.762,220.344,229.681,239.721,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,9e-04,0.0742,0.1636,0.3062,0.5065,0,6.239,8.302,10.461,12.915,24.692,39.793,44.274,49.349,55.269,0,-2730.299,-2735.577,-2739.583,-2744.584,-2760.205,-2774.471,-2778.667,-2781.679,-2784.798,0,0,0,0,0,0.042,0.069,0.075,0.082,0.09,0,0.051,0.06,0.068,0.076,0.103,0.127,0.133,0.14,0.147,0,0,0.019,0.031,0.041,0.071,0.097,0.103,0.11,0.117,0,0,0,0.001,0.004,0.109,0.615,0.759,0.868,0.942,0,0.028,0.033,0.036,0.041,0.056,0.071,0.075,0.079,0.084,0,0.927,0.936,0.942,0.949,0.971,0.99,0.994,0.998,1.001,0,-2715.933,-2720.936,-2725.69,-2730.493,-2747.264,-2763.128,-2767.038,-2770.577,-2774.166,0
"31","cor",39,2,0,1,500,2,2,0,6,4,"AE",5318.526,5330.883,5342.251,5353.699,5394.175,5433.323,5444.471,5453.013,5463.215,0,5313.331,5325.688,5337.056,5348.504,5388.98,5428.128,5439.276,5447.817,5458.02,0,5328.054,5340.411,5351.779,5363.227,5403.703,5442.851,5453.999,5462.541,5472.743,0,0.716,0.736,0.752,0.772,0.834,0.889,0.903,0.914,0.927,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,282.887,291.387,300.698,313.305,354.359,398.344,411.662,422.025,434.905,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,1e-04,0,30.947,35.271,39.555,44.696,64.931,89.604,97.054,103.879,111.889,0,-2653.666,-2659.844,-2665.528,-2671.252,-2691.49,-2711.064,-2716.638,-2720.909,-2726.01,0,0.054,0.062,0.069,0.076,0.101,0.126,0.133,0.139,0.146,0,0.114,0.12,0.127,0.134,0.158,0.183,0.189,0.195,0.202,0,0.083,0.09,0.096,0.104,0.129,0.154,0.16,0.166,0.173,0,0,0,0,0,0,0.001,0.004,0.011,0.03,0,0.051,0.055,0.058,0.062,0.074,0.088,0.092,0.095,0.099,0,0.919,0.925,0.929,0.935,0.953,0.968,0.972,0.976,0.979,0,-2618.405,-2624.813,-2630.025,-2636.698,-2658.665,-2679.196,-2685.48,-2690.12,-2694.429,0
"32","cor",41,1,1,1,500,2,2,0,6,4,"ACE",5174.414,5193.338,5204.305,5218.338,5267.554,5313.519,5326.462,5337.703,5351.3,0,5169.219,5188.143,5199.11,5213.143,5262.359,5308.324,5321.267,5332.508,5346.104,0,5183.942,5202.866,5213.834,5227.866,5277.082,5323.047,5335.99,5347.231,5360.828,0,0.895,0.908,0.918,0.93,0.966,0.993,0.999,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,354.637,367.885,377.965,391.89,438.911,488.151,501.818,514.196,529.751,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0.0027,0.1974,0.3783,0.5614,0.7505,0,4.205,5.812,7.493,9.844,21.86,38.02,42.942,47.645,53.274,0,-2581.609,-2591.072,-2596.555,-2603.571,-2628.179,-2651.162,-2657.633,-2663.254,-2670.052,0,0,0,0,0,0.035,0.066,0.073,0.08,0.087,0,0.039,0.049,0.057,0.066,0.097,0.124,0.131,0.138,0.145,0,0,0,0.012,0.029,0.065,0.094,0.101,0.108,0.115,0,0,0,0.002,0.006,0.18,0.793,0.901,0.955,0.984,0,0.016,0.019,0.022,0.025,0.037,0.049,0.053,0.056,0.059,0,0.97,0.974,0.977,0.98,0.99,0.998,1,1.001,1.002,0,-2570.523,-2578.641,-2584.934,-2591.793,-2616.419,-2639.924,-2646.813,-2651.921,-2658.466,0
