"","Method","id","ace_a","ace_c","ace_e","n","NGroups","NDependentVars","NIndependentVars","NContinuousLatentVars","Parameters","TrueModel","aBIC_ae_0.01","aBIC_ae_0.025","aBIC_ae_0.05","aBIC_ae_0.1","aBIC_ae_0.5","aBIC_ae_0.9","aBIC_ae_0.95","aBIC_ae_0.975","aBIC_ae_0.99","aBIC_ae_NA","AIC_ae_0.01","AIC_ae_0.025","AIC_ae_0.05","AIC_ae_0.1","AIC_ae_0.5","AIC_ae_0.9","AIC_ae_0.95","AIC_ae_0.975","AIC_ae_0.99","AIC_ae_NA","BIC_ae_0.01","BIC_ae_0.025","BIC_ae_0.05","BIC_ae_0.1","BIC_ae_0.5","BIC_ae_0.9","BIC_ae_0.95","BIC_ae_0.975","BIC_ae_0.99","BIC_ae_NA","CFI_ae_0.01","CFI_ae_0.025","CFI_ae_0.05","CFI_ae_0.1","CFI_ae_0.5","CFI_ae_0.9","CFI_ae_0.95","CFI_ae_0.975","CFI_ae_0.99","CFI_ae_NA","ChiSqBaseline_DF_ae_0.01","ChiSqBaseline_DF_ae_0.025","ChiSqBaseline_DF_ae_0.05","ChiSqBaseline_DF_ae_0.1","ChiSqBaseline_DF_ae_0.5","ChiSqBaseline_DF_ae_0.9","ChiSqBaseline_DF_ae_0.95","ChiSqBaseline_DF_ae_0.975","ChiSqBaseline_DF_ae_0.99","ChiSqBaseline_DF_ae_NA","ChiSqBaseline_PValue_ae_0.01","ChiSqBaseline_PValue_ae_0.025","ChiSqBaseline_PValue_ae_0.05","ChiSqBaseline_PValue_ae_0.1","ChiSqBaseline_PValue_ae_0.5","ChiSqBaseline_PValue_ae_0.9","ChiSqBaseline_PValue_ae_0.95","ChiSqBaseline_PValue_ae_0.975","ChiSqBaseline_PValue_ae_0.99","ChiSqBaseline_PValue_ae_NA","ChiSqBaseline_Value_ae_0.01","ChiSqBaseline_Value_ae_0.025","ChiSqBaseline_Value_ae_0.05","ChiSqBaseline_Value_ae_0.1","ChiSqBaseline_Value_ae_0.5","ChiSqBaseline_Value_ae_0.9","ChiSqBaseline_Value_ae_0.95","ChiSqBaseline_Value_ae_0.975","ChiSqBaseline_Value_ae_0.99","ChiSqBaseline_Value_ae_NA","ChiSqM_DF_ae_0.01","ChiSqM_DF_ae_0.025","ChiSqM_DF_ae_0.05","ChiSqM_DF_ae_0.1","ChiSqM_DF_ae_0.5","ChiSqM_DF_ae_0.9","ChiSqM_DF_ae_0.95","ChiSqM_DF_ae_0.975","ChiSqM_DF_ae_0.99","ChiSqM_DF_ae_NA","ChiSqM_PValue_ae_0.01","ChiSqM_PValue_ae_0.025","ChiSqM_PValue_ae_0.05","ChiSqM_PValue_ae_0.1","ChiSqM_PValue_ae_0.5","ChiSqM_PValue_ae_0.9","ChiSqM_PValue_ae_0.95","ChiSqM_PValue_ae_0.975","ChiSqM_PValue_ae_0.99","ChiSqM_PValue_ae_NA","ChiSqM_Value_ae_0.01","ChiSqM_Value_ae_0.025","ChiSqM_Value_ae_0.05","ChiSqM_Value_ae_0.1","ChiSqM_Value_ae_0.5","ChiSqM_Value_ae_0.9","ChiSqM_Value_ae_0.95","ChiSqM_Value_ae_0.975","ChiSqM_Value_ae_0.99","ChiSqM_Value_ae_NA","LL_ae_0.01","LL_ae_0.025","LL_ae_0.05","LL_ae_0.1","LL_ae_0.5","LL_ae_0.9","LL_ae_0.95","LL_ae_0.975","LL_ae_0.99","LL_ae_NA","RMSEA_90CI_LB_ae_0.01","RMSEA_90CI_LB_ae_0.025","RMSEA_90CI_LB_ae_0.05","RMSEA_90CI_LB_ae_0.1","RMSEA_90CI_LB_ae_0.5","RMSEA_90CI_LB_ae_0.9","RMSEA_90CI_LB_ae_0.95","RMSEA_90CI_LB_ae_0.975","RMSEA_90CI_LB_ae_0.99","RMSEA_90CI_LB_ae_NA","RMSEA_90CI_UB_ae_0.01","RMSEA_90CI_UB_ae_0.025","RMSEA_90CI_UB_ae_0.05","RMSEA_90CI_UB_ae_0.1","RMSEA_90CI_UB_ae_0.5","RMSEA_90CI_UB_ae_0.9","RMSEA_90CI_UB_ae_0.95","RMSEA_90CI_UB_ae_0.975","RMSEA_90CI_UB_ae_0.99","RMSEA_90CI_UB_ae_NA","RMSEA_Estimate_ae_0.01","RMSEA_Estimate_ae_0.025","RMSEA_Estimate_ae_0.05","RMSEA_Estimate_ae_0.1","RMSEA_Estimate_ae_0.5","RMSEA_Estimate_ae_0.9","RMSEA_Estimate_ae_0.95","RMSEA_Estimate_ae_0.975","RMSEA_Estimate_ae_0.99","RMSEA_Estimate_ae_NA","RMSEA_pLT05_ae_0.01","RMSEA_pLT05_ae_0.025","RMSEA_pLT05_ae_0.05","RMSEA_pLT05_ae_0.1","RMSEA_pLT05_ae_0.5","RMSEA_pLT05_ae_0.9","RMSEA_pLT05_ae_0.95","RMSEA_pLT05_ae_0.975","RMSEA_pLT05_ae_0.99","RMSEA_pLT05_ae_NA","SRMR_ae_0.01","SRMR_ae_0.025","SRMR_ae_0.05","SRMR_ae_0.1","SRMR_ae_0.5","SRMR_ae_0.9","SRMR_ae_0.95","SRMR_ae_0.975","SRMR_ae_0.99","SRMR_ae_NA","TLI_ae_0.01","TLI_ae_0.025","TLI_ae_0.05","TLI_ae_0.1","TLI_ae_0.5","TLI_ae_0.9","TLI_ae_0.95","TLI_ae_0.975","TLI_ae_0.99","TLI_ae_NA","UnrestrictedLL_ae_0.01","UnrestrictedLL_ae_0.025","UnrestrictedLL_ae_0.05","UnrestrictedLL_ae_0.1","UnrestrictedLL_ae_0.5","UnrestrictedLL_ae_0.9","UnrestrictedLL_ae_0.95","UnrestrictedLL_ae_0.975","UnrestrictedLL_ae_0.99","UnrestrictedLL_ae_NA"
"57","cov",1,0,0,1,100,2,2,0,6,4,"E",1072.555,1081.781,1090.832,1101.597,1140.853,1176.118,1185.688,1194.207,1204.417,1030,1072.165,1081.391,1090.441,1101.207,1140.462,1175.728,1185.298,1193.817,1204.027,1030,1082.06,1091.286,1100.336,1111.102,1150.357,1185.623,1195.193,1203.712,1213.922,1030,0,0,0,0,1,1,1,1,1,1030,2,2,2,2,2,2,2,2,2,1030,0.0113,0.0282,0.0556,0.1113,0.5035,0.9036,0.9517,0.9748,0.99,1030,0.02,0.051,0.099,0.2,1.372,4.389,5.746,7.12,8.953,1030,7,7,7,7,7,7,7,7,7,1030,0.007,0.0194,0.0423,0.0865,0.466,0.8809,0.9425,0.972,0.988,1030,1.309,1.749,2.279,3.044,6.649,12.456,14.542,16.683,19.269,1030,-533.082,-537.695,-542.221,-547.603,-567.231,-584.864,-589.649,-593.908,-599.013,1030,0,0,0,0,0,0,0.018,0.044,0.064,1030,0,0,0.023,0.06,0.119,0.167,0.179,0.191,0.205,1030,0,0,0,0,0,0.088,0.104,0.118,0.132,1030,0.027,0.061,0.11,0.189,0.626,0.935,0.971,0.986,0.994,1030,0.042,0.049,0.056,0.064,0.098,0.14,0.154,0.169,0.189,1030,-0.121,-0.557,-2.756,0.443,1,1.232,1.881,3.115,6.657,1030,-529.189,-533.825,-538.399,-544.051,-563.577,-581.144,-586.109,-590.556,-595.848,1030
"58","cov",4,0,1,1,100,2,2,0,6,4,"CE",1297.925,1309.183,1317.963,1329.254,1366.242,1403.366,1413.382,1422.32,1432.775,0,1297.534,1308.793,1317.572,1328.863,1365.851,1402.976,1412.991,1421.93,1432.384,0,1307.429,1318.688,1327.467,1338.758,1375.746,1412.871,1422.886,1431.825,1442.279,0,0.562,0.632,0.672,0.724,0.87,0.994,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,29.88,33.74,36.861,41.183,58.644,78.555,84.372,89.665,95.596,0,7,7,7,7,7,7,7,7,7,0,0,1e-04,3e-04,0.0014,0.0452,0.3988,0.5851,0.7185,0.8403,0,3.423,4.509,5.602,7.292,14.35,23.548,26.93,29.72,33.627,0,-645.767,-651.396,-655.786,-661.432,-679.926,-698.488,-703.496,-707.965,-713.192,0,0,0,0,0,0.014,0.088,0.104,0.116,0.132,0,0.07,0.091,0.107,0.126,0.178,0.224,0.238,0.249,0.263,0,0,0,0,0.02,0.102,0.154,0.169,0.18,0.195,0,0,0.001,0.002,0.007,0.116,0.564,0.728,0.828,0.91,0,0.057,0.068,0.076,0.084,0.117,0.157,0.174,0.19,0.209,0,0.875,0.895,0.906,0.921,0.963,0.998,1.008,1.016,1.024,0,-638.281,-644.15,-648.728,-653.945,-672.532,-690.689,-695.653,-699.824,-704.945,0
"59","cov",5,1,1,1,100,2,2,0,6,4,"ACE",1424.714,1436.448,1445.826,1456.623,1495.455,1531.795,1541.957,1550.66,1558.114,0,1424.323,1436.058,1445.435,1456.233,1495.065,1531.404,1541.566,1550.27,1557.724,0,1434.218,1445.953,1455.33,1466.128,1504.96,1541.299,1551.461,1560.165,1567.619,0,0.781,0.818,0.844,0.876,0.96,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,53.309,58.264,62.743,68.346,88.73,111.663,118.301,124.616,131.289,0,7,7,7,7,7,7,7,7,7,0,3e-04,9e-04,0.0033,0.0097,0.1591,0.6601,0.7928,0.8802,0.9509,0,2.143,3.048,3.879,4.998,10.555,18.525,21.321,24.449,27.572,0,-709.162,-715.029,-719.718,-725.116,-744.532,-762.702,-767.783,-772.135,-775.862,0,0,0,0,0,0,0.059,0.076,0.093,0.107,0,0,0.06,0.08,0.099,0.153,0.201,0.214,0.228,0.241,0,0,0,0,0,0.071,0.128,0.143,0.158,0.171,0,0.002,0.006,0.015,0.035,0.295,0.786,0.879,0.935,0.975,0,0.049,0.056,0.062,0.071,0.103,0.147,0.164,0.179,0.197,0,0.937,0.948,0.955,0.965,0.988,1.007,1.012,1.015,1.019,0,-704.168,-708.688,-714.029,-719.954,-738.759,-756.939,-762.635,-766.486,-770.787,0
"60","cov",6,2,1,1,100,2,2,0,6,4,"ACE",1513.398,1525.777,1534.278,1546.381,1583.815,1620.086,1631.206,1640.286,1650.915,0,1513.007,1525.387,1533.887,1545.991,1583.425,1619.695,1630.815,1639.895,1650.525,0,1522.902,1535.282,1543.782,1555.885,1593.32,1629.59,1640.71,1649.79,1660.42,0,0.862,0.885,0.905,0.924,0.985,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,73.961,78.949,84.292,90.756,112.947,136.862,143.856,150.576,157.893,0,7,7,7,7,7,7,7,7,7,0,0.0018,0.0042,0.0109,0.0275,0.2746,0.7821,0.8728,0.9373,0.9694,0,1.808,2.357,3.126,3.979,8.697,15.738,18.239,20.705,22.838,0,-753.504,-759.693,-763.943,-769.995,-788.712,-806.848,-812.408,-816.948,-822.262,0,0,0,0,0,0,0.035,0.057,0.073,0.084,0,0,0.029,0.062,0.082,0.139,0.186,0.2,0.212,0.221,0,0,0,0,0,0.049,0.112,0.127,0.14,0.15,0,0.009,0.018,0.039,0.079,0.436,0.872,0.93,0.968,0.985,0,0.042,0.05,0.056,0.064,0.097,0.141,0.157,0.173,0.193,0,0.961,0.967,0.973,0.978,0.996,1.008,1.011,1.013,1.015,0,-748.87,-754.573,-759.264,-765.054,-784.159,-802.332,-807.456,-812.472,-817.409,0
"61","cov",7,0,2,1,100,2,2,0,6,4,"CE",1408.896,1421.141,1431.125,1442.465,1480.964,1518.147,1529.258,1537.573,1547.117,0,1408.505,1420.751,1430.734,1442.075,1480.573,1517.756,1528.868,1537.183,1546.726,0,1418.4,1430.646,1440.629,1451.97,1490.468,1527.651,1538.763,1547.078,1556.621,0,0.657,0.69,0.714,0.742,0.828,0.91,0.93,0.947,0.965,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,77.484,83.305,88.791,95.714,119.045,143.456,151.404,157.33,165.374,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,3e-04,0.0203,0.0464,0.0856,0.1657,0,10.37,12.48,14.281,16.584,26.885,39.346,43.161,46.904,50.446,0,-701.252,-707.375,-712.367,-718.037,-737.287,-755.878,-761.434,-765.591,-770.363,0,0,0,0.012,0.043,0.104,0.152,0.165,0.177,0.187,0,0.152,0.167,0.178,0.191,0.238,0.283,0.295,0.306,0.316,0,0.069,0.088,0.102,0.117,0.169,0.215,0.227,0.239,0.249,0,0,0,0,0,0.002,0.063,0.118,0.187,0.304,0,0.089,0.095,0.102,0.109,0.136,0.172,0.186,0.202,0.224,0,0.902,0.911,0.918,0.926,0.951,0.974,0.98,0.985,0.99,0,-688.571,-694.102,-699.385,-704.772,-723.311,-741.805,-746.504,-751.515,-755.705,0
"62","cov",8,1,2,1,100,2,2,0,6,4,"ACE",1501.728,1514.157,1524.584,1535.176,1573.523,1609.477,1619.235,1628.23,1638.352,0,1501.337,1513.766,1524.193,1534.786,1573.132,1609.086,1618.844,1627.839,1637.961,0,1511.232,1523.661,1534.088,1544.681,1583.027,1618.981,1628.739,1637.734,1647.856,0,0.783,0.806,0.827,0.85,0.917,0.975,0.99,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,89.047,96.737,102.759,109.143,134.143,159.704,167.049,174.397,184.385,0,7,7,7,7,7,7,7,7,7,0,0,0,0,2e-04,0.013,0.1874,0.3181,0.4469,0.6217,0,5.31,6.799,8.151,10.007,17.784,28.022,31.772,35.024,38.593,0,-747.669,-753.883,-759.097,-764.393,-783.566,-801.543,-806.422,-810.919,-815.981,0,0,0,0,0,0.053,0.109,0.125,0.137,0.15,0,0.103,0.121,0.134,0.149,0.197,0.243,0.257,0.268,0.28,0,0,0,0.041,0.066,0.124,0.173,0.188,0.2,0.212,0,0,0,0,0.002,0.044,0.332,0.483,0.609,0.756,0,0.067,0.076,0.083,0.091,0.119,0.156,0.17,0.187,0.206,0,0.938,0.944,0.951,0.957,0.976,0.993,0.997,1,1.004,0,-739.479,-744.91,-749.771,-755.457,-774.329,-792.104,-796.646,-800.774,-806.238,0
"63","cov",9,2,2,1,100,2,2,0,6,4,"ACE",1572.999,1585.412,1594.734,1605.048,1643.478,1679.381,1689.019,1697.4,1706.914,0,1572.609,1585.021,1594.343,1604.657,1643.087,1678.99,1688.628,1697.01,1706.523,0,1582.504,1594.916,1604.238,1614.552,1652.982,1688.885,1698.523,1706.905,1716.418,0,0.842,0.858,0.878,0.896,0.954,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,102.817,110.395,116.251,122.664,148.632,175.468,183.527,189.815,197.65,0,7,7,7,7,7,7,7,7,7,0,0,1e-04,4e-04,0.0017,0.0558,0.4238,0.5785,0.7115,0.8492,0,3.364,4.57,5.67,7.049,13.749,23.049,26.321,29.132,32.705,0,-783.304,-789.51,-794.172,-799.329,-818.544,-836.495,-841.314,-845.505,-850.262,0,0,0,0,0,0,0.086,0.102,0.114,0.128,0,0.069,0.092,0.108,0.123,0.175,0.222,0.236,0.247,0.26,0,0,0,0,0.008,0.098,0.151,0.166,0.178,0.192,0,0,0.001,0.003,0.009,0.136,0.588,0.722,0.823,0.916,0,0.056,0.065,0.071,0.08,0.11,0.152,0.167,0.185,0.207,0,0.955,0.96,0.965,0.97,0.987,1,1.003,1.005,1.009,0,-776.666,-782.497,-787.043,-792.305,-811.23,-829.407,-834.139,-837.904,-842.448,0
"64","cov",10,0,0,2,100,2,2,0,6,4,"E",1351.128,1359.675,1368.894,1379.307,1416.432,1452.029,1462.418,1470.495,1483.116,1092,1350.738,1359.285,1368.503,1378.917,1416.041,1451.638,1462.027,1470.105,1482.726,1092,1360.632,1369.18,1378.398,1388.812,1425.936,1461.533,1471.922,1479.999,1492.621,1092,0,0,0,0,1,1,1,1,1,1092,2,2,2,2,2,2,2,2,2,1092,0.0096,0.0262,0.0569,0.1072,0.5184,0.9191,0.961,0.9815,0.9948,1092,0.01,0.037,0.079,0.169,1.313,4.465,5.733,7.259,9.241,1092,7,7,7,7,7,7,7,7,7,1092,0.0062,0.0184,0.0378,0.0756,0.4578,0.8776,0.9316,0.9668,0.9851,1092,1.412,1.862,2.438,3.076,6.723,12.858,14.851,16.824,19.738,1092,-672.369,-676.642,-681.251,-686.458,-705.021,-722.819,-728.014,-732.052,-738.363,1092,0,0,0,0,0,0,0.024,0.045,0.067,1092,0,0,0.035,0.061,0.12,0.169,0.181,0.192,0.207,1092,0,0,0,0,0,0.091,0.106,0.118,0.135,1092,0.025,0.058,0.101,0.171,0.619,0.933,0.964,0.984,0.993,1092,0.043,0.05,0.057,0.065,0.098,0.142,0.158,0.173,0.19,1092,-0.112,-0.513,-2.09,0.482,1,1.2,1.749,2.69,6.002,1092,-668.463,-672.881,-677.249,-682.52,-701.345,-719.345,-724.13,-728.613,-734.956,1092
"65","cov",13,0,1,2,100,2,2,0,6,4,"CE",1487.769,1500.357,1509.183,1520.614,1557.304,1593.686,1603.909,1613.344,1624.681,0,1487.379,1499.966,1508.793,1520.224,1556.914,1593.296,1603.518,1612.954,1624.291,0,1497.274,1509.861,1518.688,1530.119,1566.809,1603.191,1613.413,1622.849,1634.186,0,0.158,0.35,0.489,0.6,0.917,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,9e-04,0.0035,0.0093,0.022,0,7.609,9.334,11.289,13.954,24.74,38.384,42.858,47.019,52.503,0,7,7,7,7,7,7,7,7,7,0,8e-04,0.0029,0.0079,0.0221,0.2606,0.7601,0.8686,0.9339,0.9713,0,1.76,2.401,3.153,4.166,8.886,16.345,19.037,21.64,24.703,0,-740.689,-746.983,-751.396,-757.112,-775.457,-793.648,-798.759,-803.477,-809.145,0,0,0,0,0,0,0.041,0.062,0.078,0.094,0,0,0.032,0.063,0.085,0.14,0.19,0.204,0.216,0.229,0,0,0,0,0,0.052,0.116,0.131,0.145,0.159,0,0.005,0.014,0.03,0.067,0.42,0.857,0.928,0.966,0.986,0,0.047,0.054,0.062,0.07,0.105,0.148,0.163,0.178,0.198,0,0.759,0.814,0.854,0.886,0.976,1.042,1.065,1.094,1.127,0,-736.089,-741.493,-746.439,-752.332,-770.716,-788.983,-794.129,-798.578,-804.246,0
"66","cov",14,1,1,2,100,2,2,0,6,4,"ACE",1581.809,1594.332,1603.259,1614.693,1651.675,1687.698,1698.463,1707.032,1717.242,0,1581.418,1593.942,1602.868,1614.302,1651.284,1687.307,1698.073,1706.641,1716.851,0,1591.313,1603.837,1612.763,1624.197,1661.179,1697.202,1707.967,1716.536,1726.746,0,0.65,0.714,0.768,0.82,0.972,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,19.833,23.55,26.679,30.405,45.511,62.961,68.308,74.311,81.465,0,7,7,7,7,7,7,7,7,7,0,0.0019,0.0071,0.015,0.0356,0.3097,0.8115,0.9008,0.9509,0.9786,0,1.596,2.148,2.823,3.717,8.264,15.032,17.369,19.366,22.719,0,-787.709,-793.971,-798.434,-804.151,-822.642,-840.654,-846.036,-850.321,-855.426,0,0,0,0,0,0,0.026,0.05,0.064,0.084,0,0,0,0.052,0.077,0.135,0.182,0.195,0.205,0.221,0,0,0,0,0,0.042,0.107,0.122,0.133,0.15,0,0.01,0.028,0.05,0.097,0.474,0.892,0.947,0.975,0.99,0,0.043,0.05,0.057,0.065,0.1,0.144,0.159,0.174,0.194,0,0.9,0.918,0.934,0.948,0.992,1.024,1.034,1.041,1.052,0,-782.667,-789.408,-793.788,-799.504,-818.333,-836.096,-841.505,-845.834,-851.332,0
"67","cov",15,2,1,2,100,2,2,0,6,4,"ACE",1653.9,1665.324,1674.785,1684.832,1721.647,1757.534,1768.208,1776.348,1787.039,0,1653.51,1664.934,1674.395,1684.441,1721.257,1757.143,1767.817,1775.957,1786.648,0,1663.405,1674.828,1684.289,1694.336,1731.152,1767.038,1777.712,1785.852,1796.543,0,0.766,0.817,0.852,0.888,0.991,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,33.054,37.285,41.029,45.335,63.608,83.3,89.188,94.445,100.727,0,7,7,7,7,7,7,7,7,7,0,0.004,0.0108,0.0231,0.0493,0.3691,0.828,0.9085,0.9521,0.9839,0,1.445,2.123,2.733,3.565,7.596,14.088,16.225,18.239,20.666,0,-823.755,-829.467,-834.197,-839.22,-857.628,-875.572,-880.908,-884.978,-890.324,0,0,0,0,0,0,0.004,0.04,0.057,0.072,0,0,0,0.049,0.073,0.129,0.177,0.189,0.2,0.211,0,0,0,0,0,0.029,0.101,0.115,0.127,0.14,0,0.018,0.039,0.069,0.124,0.535,0.902,0.951,0.976,0.992,0,0.041,0.048,0.055,0.063,0.096,0.141,0.157,0.173,0.193,0,0.933,0.948,0.958,0.968,0.997,1.017,1.022,1.027,1.032,0,-818.605,-825.113,-829.82,-834.758,-853.55,-871.643,-876.832,-881.032,-886.164,0
"68","cov",16,0,2,2,100,2,2,0,6,4,"CE",1572.569,1585.136,1596.032,1606.416,1643.375,1680.532,1690.089,1697.148,1705.701,0,1572.179,1584.746,1595.641,1606.026,1642.984,1680.141,1689.698,1696.757,1705.31,0,1582.074,1594.641,1605.536,1615.921,1652.879,1690.036,1699.593,1706.652,1715.205,0,0.581,0.628,0.674,0.722,0.871,0.994,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,29.569,33.241,36.948,41.544,58.885,78.532,85.039,90.187,97.154,0,7,7,7,7,7,7,7,7,7,0,0,1e-04,3e-04,0.0011,0.0458,0.3991,0.5591,0.7101,0.8397,0,3.435,4.583,5.823,7.288,14.315,24.056,27.296,30.018,33.808,0,-783.089,-789.373,-794.821,-800.013,-818.492,-837.071,-841.849,-845.378,-849.655,0,0,0,0,0,0.013,0.091,0.106,0.118,0.133,0,0.07,0.093,0.11,0.126,0.178,0.227,0.24,0.25,0.264,0,0,0,0,0.02,0.102,0.156,0.17,0.181,0.196,0,0,0.001,0.002,0.006,0.117,0.564,0.706,0.822,0.91,0,0.059,0.068,0.075,0.084,0.116,0.16,0.176,0.191,0.209,0,0.88,0.894,0.907,0.921,0.963,0.998,1.007,1.015,1.024,0,-776.145,-782.539,-787.204,-792.455,-810.979,-829.014,-833.8,-837.76,-842.762,0
"69","cov",17,1,2,2,100,2,2,0,6,4,"ACE",1646.816,1658.738,1667.326,1677.778,1714.145,1750.277,1760.931,1770.196,1781.301,0,1646.426,1658.348,1666.935,1677.387,1713.755,1749.886,1760.541,1769.805,1780.91,0,1656.321,1668.243,1676.83,1687.282,1723.65,1759.781,1770.436,1779.7,1790.805,0,0.715,0.751,0.787,0.821,0.934,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,40.852,45.718,50.045,55.475,74.862,96.252,103.029,108.599,114.689,0,7,7,7,7,7,7,7,7,7,0,1e-04,5e-04,0.0012,0.0043,0.1078,0.5625,0.7072,0.8278,0.9152,0,2.578,3.569,4.606,5.798,11.783,20.693,23.805,26.235,29.289,0,-820.213,-826.174,-830.468,-835.694,-853.877,-871.943,-877.27,-881.903,-887.455,0,0,0,0,0,0,0.072,0.089,0.101,0.115,0,0.042,0.073,0.093,0.109,0.162,0.212,0.225,0.236,0.248,0,0,0,0,0,0.083,0.14,0.155,0.166,0.178,0,0.001,0.003,0.007,0.018,0.222,0.709,0.82,0.902,0.955,0,0.052,0.06,0.068,0.076,0.108,0.153,0.171,0.186,0.205,0,0.919,0.929,0.939,0.949,0.981,1.005,1.011,1.016,1.022,0,-813.244,-819.461,-824.153,-829.218,-847.643,-865.711,-870.471,-875.283,-881.214,0
"70","cov",18,2,2,2,100,2,2,0,6,4,"ACE",1700.561,1712.503,1722.789,1733.831,1771.829,1808.107,1819.702,1828.756,1838.649,0,1700.17,1712.113,1722.398,1733.44,1771.439,1807.717,1819.312,1828.366,1838.259,0,1710.065,1722.008,1732.293,1743.335,1781.334,1817.612,1829.207,1838.261,1848.154,0,0.794,0.823,0.851,0.88,0.962,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,52.768,58.39,63.163,68.158,88.796,111.374,118.177,124.057,131.102,0,7,7,7,7,7,7,7,7,7,0,4e-04,0.0018,0.0046,0.012,0.1704,0.6665,0.7917,0.8819,0.9516,0,2.131,3.031,3.895,4.942,10.334,17.986,20.488,22.823,26.295,0,-847.085,-853.056,-858.199,-863.72,-882.719,-900.858,-906.656,-911.183,-916.129,0,0,0,0,0,0,0.055,0.071,0.084,0.101,0,0,0.059,0.08,0.098,0.152,0.198,0.211,0.221,0.236,0,0,0,0,0,0.069,0.125,0.139,0.15,0.166,0,0.003,0.009,0.02,0.042,0.31,0.79,0.879,0.936,0.975,0,0.049,0.056,0.063,0.071,0.102,0.145,0.162,0.176,0.196,0,0.941,0.949,0.958,0.966,0.989,1.008,1.012,1.015,1.019,0,-841.786,-847.764,-852.571,-858.213,-877.126,-895.673,-900.953,-905.886,-910.775,0
"71","cov",19,0,0,1,250,2,2,0,6,4,"E",2740.523,2755.834,2770.609,2787.079,2845.12,2899.995,2916.624,2930.439,2948.167,902,2737.401,2752.712,2767.487,2783.957,2841.999,2896.874,2913.502,2927.317,2945.045,902,2750.045,2765.356,2780.131,2796.601,2854.642,2909.517,2926.146,2939.961,2957.689,902,0,0,0,0,1,1,1,1,1,902,2,2,2,2,2,2,2,2,2,902,0.0111,0.0259,0.0545,0.1051,0.5125,0.9173,0.9591,0.9805,0.9922,902,0.015,0.039,0.083,0.172,1.336,4.497,5.775,7.299,8.912,902,7,7,7,7,7,7,7,7,7,902,0.0078,0.0198,0.038,0.0777,0.4639,0.875,0.934,0.9693,0.9904,902,1.224,1.805,2.403,3.101,6.669,12.775,14.844,16.621,19.056,902,-1365.701,-1373.356,-1380.744,-1388.979,-1417.999,-1445.437,-1453.751,-1460.659,-1469.523,902,0,0,0,0,0,0,0.015,0.028,0.039,902,0,0,0.02,0.039,0.076,0.107,0.115,0.121,0.129,902,0,0,0,0,0,0.057,0.067,0.074,0.083,902,0.096,0.164,0.237,0.348,0.792,0.973,0.987,0.995,0.999,902,0.026,0.032,0.036,0.041,0.061,0.088,0.095,0.102,0.112,902,-0.059,-0.458,-1.849,0.32,1,1.154,1.632,2.541,4.722,902,-1362.047,-1369.322,-1376.483,-1385.129,-1414.054,-1441.803,-1450.111,-1457.677,-1465.486,902
"72","cov",22,0,1,1,250,2,2,0,6,4,"CE",3306.56,3321.19,3337.582,3353.414,3412.915,3470.534,3487.794,3502.264,3516.36,0,3303.438,3318.068,3334.46,3350.292,3409.793,3467.412,3484.672,3499.142,3513.238,0,3316.082,3330.712,3347.104,3362.936,3422.437,3480.056,3497.316,3511.786,3525.882,0,0.715,0.745,0.766,0.788,0.865,0.933,0.95,0.962,0.976,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,95.869,104.064,109.715,117.492,145.054,174.247,182.943,191.296,198.394,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,5e-04,0.0262,0.0575,0.1056,0.1933,0,9.916,11.778,13.658,15.872,26.086,38.961,43.344,46.898,51.345,0,-1648.719,-1656.034,-1664.23,-1672.146,-1701.897,-1730.706,-1739.336,-1746.571,-1753.619,0,0,0,0,0.023,0.064,0.096,0.105,0.112,0.12,0,0.094,0.102,0.11,0.118,0.149,0.178,0.187,0.193,0.201,0,0.041,0.052,0.062,0.071,0.104,0.135,0.144,0.151,0.159,0,0,0,0,0,0.017,0.193,0.297,0.407,0.545,0,0.058,0.063,0.067,0.073,0.093,0.116,0.126,0.133,0.143,0,0.919,0.927,0.933,0.939,0.962,0.981,0.986,0.989,0.993,0,-1636.44,-1644.177,-1651.815,-1659.487,-1688.525,-1716.943,-1725.112,-1731.864,-1739.851,0
