"","Method","id","ace_a","ace_c","ace_e","n","NGroups","NDependentVars","NIndependentVars","NContinuousLatentVars","Parameters","TrueModel","aBIC_ae_0.01","aBIC_ae_0.025","aBIC_ae_0.05","aBIC_ae_0.1","aBIC_ae_0.5","aBIC_ae_0.9","aBIC_ae_0.95","aBIC_ae_0.975","aBIC_ae_0.99","aBIC_ae_NA","AIC_ae_0.01","AIC_ae_0.025","AIC_ae_0.05","AIC_ae_0.1","AIC_ae_0.5","AIC_ae_0.9","AIC_ae_0.95","AIC_ae_0.975","AIC_ae_0.99","AIC_ae_NA","BIC_ae_0.01","BIC_ae_0.025","BIC_ae_0.05","BIC_ae_0.1","BIC_ae_0.5","BIC_ae_0.9","BIC_ae_0.95","BIC_ae_0.975","BIC_ae_0.99","BIC_ae_NA","CFI_ae_0.01","CFI_ae_0.025","CFI_ae_0.05","CFI_ae_0.1","CFI_ae_0.5","CFI_ae_0.9","CFI_ae_0.95","CFI_ae_0.975","CFI_ae_0.99","CFI_ae_NA","ChiSqBaseline_DF_ae_0.01","ChiSqBaseline_DF_ae_0.025","ChiSqBaseline_DF_ae_0.05","ChiSqBaseline_DF_ae_0.1","ChiSqBaseline_DF_ae_0.5","ChiSqBaseline_DF_ae_0.9","ChiSqBaseline_DF_ae_0.95","ChiSqBaseline_DF_ae_0.975","ChiSqBaseline_DF_ae_0.99","ChiSqBaseline_DF_ae_NA","ChiSqBaseline_PValue_ae_0.01","ChiSqBaseline_PValue_ae_0.025","ChiSqBaseline_PValue_ae_0.05","ChiSqBaseline_PValue_ae_0.1","ChiSqBaseline_PValue_ae_0.5","ChiSqBaseline_PValue_ae_0.9","ChiSqBaseline_PValue_ae_0.95","ChiSqBaseline_PValue_ae_0.975","ChiSqBaseline_PValue_ae_0.99","ChiSqBaseline_PValue_ae_NA","ChiSqBaseline_Value_ae_0.01","ChiSqBaseline_Value_ae_0.025","ChiSqBaseline_Value_ae_0.05","ChiSqBaseline_Value_ae_0.1","ChiSqBaseline_Value_ae_0.5","ChiSqBaseline_Value_ae_0.9","ChiSqBaseline_Value_ae_0.95","ChiSqBaseline_Value_ae_0.975","ChiSqBaseline_Value_ae_0.99","ChiSqBaseline_Value_ae_NA","ChiSqM_DF_ae_0.01","ChiSqM_DF_ae_0.025","ChiSqM_DF_ae_0.05","ChiSqM_DF_ae_0.1","ChiSqM_DF_ae_0.5","ChiSqM_DF_ae_0.9","ChiSqM_DF_ae_0.95","ChiSqM_DF_ae_0.975","ChiSqM_DF_ae_0.99","ChiSqM_DF_ae_NA","ChiSqM_PValue_ae_0.01","ChiSqM_PValue_ae_0.025","ChiSqM_PValue_ae_0.05","ChiSqM_PValue_ae_0.1","ChiSqM_PValue_ae_0.5","ChiSqM_PValue_ae_0.9","ChiSqM_PValue_ae_0.95","ChiSqM_PValue_ae_0.975","ChiSqM_PValue_ae_0.99","ChiSqM_PValue_ae_NA","ChiSqM_Value_ae_0.01","ChiSqM_Value_ae_0.025","ChiSqM_Value_ae_0.05","ChiSqM_Value_ae_0.1","ChiSqM_Value_ae_0.5","ChiSqM_Value_ae_0.9","ChiSqM_Value_ae_0.95","ChiSqM_Value_ae_0.975","ChiSqM_Value_ae_0.99","ChiSqM_Value_ae_NA","LL_ae_0.01","LL_ae_0.025","LL_ae_0.05","LL_ae_0.1","LL_ae_0.5","LL_ae_0.9","LL_ae_0.95","LL_ae_0.975","LL_ae_0.99","LL_ae_NA","RMSEA_90CI_LB_ae_0.01","RMSEA_90CI_LB_ae_0.025","RMSEA_90CI_LB_ae_0.05","RMSEA_90CI_LB_ae_0.1","RMSEA_90CI_LB_ae_0.5","RMSEA_90CI_LB_ae_0.9","RMSEA_90CI_LB_ae_0.95","RMSEA_90CI_LB_ae_0.975","RMSEA_90CI_LB_ae_0.99","RMSEA_90CI_LB_ae_NA","RMSEA_90CI_UB_ae_0.01","RMSEA_90CI_UB_ae_0.025","RMSEA_90CI_UB_ae_0.05","RMSEA_90CI_UB_ae_0.1","RMSEA_90CI_UB_ae_0.5","RMSEA_90CI_UB_ae_0.9","RMSEA_90CI_UB_ae_0.95","RMSEA_90CI_UB_ae_0.975","RMSEA_90CI_UB_ae_0.99","RMSEA_90CI_UB_ae_NA","RMSEA_Estimate_ae_0.01","RMSEA_Estimate_ae_0.025","RMSEA_Estimate_ae_0.05","RMSEA_Estimate_ae_0.1","RMSEA_Estimate_ae_0.5","RMSEA_Estimate_ae_0.9","RMSEA_Estimate_ae_0.95","RMSEA_Estimate_ae_0.975","RMSEA_Estimate_ae_0.99","RMSEA_Estimate_ae_NA","RMSEA_pLT05_ae_0.01","RMSEA_pLT05_ae_0.025","RMSEA_pLT05_ae_0.05","RMSEA_pLT05_ae_0.1","RMSEA_pLT05_ae_0.5","RMSEA_pLT05_ae_0.9","RMSEA_pLT05_ae_0.95","RMSEA_pLT05_ae_0.975","RMSEA_pLT05_ae_0.99","RMSEA_pLT05_ae_NA","SRMR_ae_0.01","SRMR_ae_0.025","SRMR_ae_0.05","SRMR_ae_0.1","SRMR_ae_0.5","SRMR_ae_0.9","SRMR_ae_0.95","SRMR_ae_0.975","SRMR_ae_0.99","SRMR_ae_NA","TLI_ae_0.01","TLI_ae_0.025","TLI_ae_0.05","TLI_ae_0.1","TLI_ae_0.5","TLI_ae_0.9","TLI_ae_0.95","TLI_ae_0.975","TLI_ae_0.99","TLI_ae_NA","UnrestrictedLL_ae_0.01","UnrestrictedLL_ae_0.025","UnrestrictedLL_ae_0.05","UnrestrictedLL_ae_0.1","UnrestrictedLL_ae_0.5","UnrestrictedLL_ae_0.9","UnrestrictedLL_ae_0.95","UnrestrictedLL_ae_0.975","UnrestrictedLL_ae_0.99","UnrestrictedLL_ae_NA"
"42","cor",54,2,2,2,500,2,2,0,6,4,"ACE",5180.963,5195.834,5206.948,5219.733,5264.908,5307.733,5321.122,5333.163,5344.337,0,5175.767,5190.639,5201.753,5214.538,5259.713,5302.538,5315.927,5327.968,5339.142,0,5190.491,5205.362,5216.476,5229.261,5274.436,5317.261,5330.65,5342.691,5353.865,0,0.912,0.92,0.929,0.938,0.968,0.992,0.997,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,355.226,369.631,380.667,394.094,438.86,488.862,502.165,515.904,529.628,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0.004,0.1682,0.3155,0.5033,0.7529,0,4.218,6.26,8.194,10.362,20.842,35.088,39.495,43.734,49.063,0,-2584.884,-2592.319,-2597.876,-2604.269,-2626.856,-2648.269,-2654.963,-2660.984,-2666.571,0,0,0,0,0,0.033,0.061,0.068,0.075,0.082,0,0.039,0.051,0.06,0.068,0.095,0.12,0.127,0.133,0.14,0,0,0,0.018,0.031,0.063,0.09,0.096,0.102,0.11,0,0,0.001,0.004,0.012,0.214,0.764,0.873,0.941,0.984,0,0.025,0.031,0.035,0.039,0.054,0.068,0.072,0.076,0.079,0,0.975,0.977,0.98,0.982,0.991,0.998,0.999,1,1.002,0,-2570.935,-2577.887,-2584.732,-2591.396,-2616.435,-2638.816,-2645.461,-2651.036,-2657.953,0
"43","cor",55,0,0,1,1000,2,2,0,6,4,"E",11355.15,11356.58,11357.87,11358.89,11360.73,11360.78,11360.78,11360.78,11360.78,725,11347.88,11349.31,11350.59,11351.61,11353.46,11353.51,11353.51,11353.51,11353.51,725,11364.68,11366.11,11367.4,11368.42,11370.26,11370.31,11370.31,11370.31,11370.31,725,1,1,1,1,1,1,1,1,1,725,2,2,2,2,2,2,2,2,2,725,0.0145,0.0338,0.0661,0.1153,0.5266,0.9172,0.956,0.9792,0.9916,725,0.017,0.042,0.09,0.173,1.283,4.321,5.43,6.773,8.46,725,7,7,7,7,7,7,7,7,7,725,0.4501,0.6163,0.7333,0.8453,0.9983,1,1,1,1,725,0,0.002,0.011,0.037,0.702,3.404,4.386,5.353,6.788,725,-5670.941,-5671.653,-5672.298,-5672.807,-5673.73,-5673.753,-5673.753,-5673.753,-5673.753,725,0,0,0,0,0,0,0,0,0,725,0,0,0,0,0,0.022,0.028,0.033,0.038,725,0,0,0,0,0,0,0,0,0,725,0.994,0.998,0.999,1,1,1,1,1,1,725,0,0,0.001,0.002,0.008,0.018,0.021,0.023,0.026,725,1,1,1,1,1,2.996,5.026,10.526,26.376,725,-5669.523,-5670.366,-5671.037,-5671.593,-5673.112,-5673.667,-5673.708,-5673.732,-5673.745,725
"44","cor",58,0,1,1,1000,2,2,0,6,4,"CE",10770.38,10783.76,10797.7,10812.96,10866.77,10915.61,10930.28,10940.94,10953.77,0,10763.11,10776.49,10790.43,10805.69,10859.5,10908.34,10923.01,10933.67,10946.5,0,10779.91,10793.29,10807.24,10822.49,10876.31,10925.14,10939.81,10950.47,10963.3,0,0.799,0.811,0.821,0.832,0.87,0.905,0.914,0.922,0.931,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,478.538,492.626,504.924,522.205,576.723,636.052,652.638,666.592,684.387,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,44.126,49.964,54.564,59.654,82.028,106.269,112.962,118.944,127.267,0,-5378.555,-5385.245,-5392.216,-5399.843,-5426.752,-5451.171,-5458.504,-5463.835,-5470.248,0,0.053,0.059,0.063,0.067,0.084,0.1,0.104,0.107,0.112,0,0.094,0.099,0.103,0.108,0.124,0.14,0.144,0.147,0.151,0,0.073,0.078,0.082,0.087,0.104,0.119,0.123,0.126,0.131,0,0,0,0,0,0,0.001,0.004,0.01,0.028,0,0.056,0.059,0.062,0.065,0.075,0.084,0.086,0.089,0.091,0,0.943,0.946,0.949,0.952,0.963,0.973,0.975,0.978,0.98,0,-5331.237,-5340.309,-5347.432,-5355.71,-5385.382,-5412.646,-5421.253,-5427.431,-5434.435,0
"45","cor",59,1,1,1,1000,2,2,0,6,4,"ACE",10408.12,10424.9,10442.26,10462.41,10526.19,10590.5,10610.54,10623.3,10643.49,0,10400.85,10417.62,10434.99,10455.14,10518.92,10583.23,10603.27,10616.03,10636.22,0,10417.66,10434.43,10451.79,10471.94,10535.72,10600.03,10620.07,10632.83,10653.02,0,0.92,0.927,0.933,0.939,0.96,0.977,0.982,0.985,0.988,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,757.766,772.157,788.241,808.143,877.271,945.154,966.318,980.98,999.563,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,5e-04,0.0022,0.006,0.0182,0,16.807,19.801,22.313,26.241,41.756,60.835,66.993,72.167,78.237,0,-5197.426,-5205.813,-5214.496,-5224.569,-5256.459,-5288.613,-5298.634,-5305.013,-5315.11,0,0.014,0.021,0.026,0.032,0.051,0.068,0.073,0.077,0.081,0,0.061,0.066,0.069,0.075,0.092,0.109,0.113,0.117,0.122,0,0.037,0.043,0.047,0.052,0.07,0.088,0.093,0.096,0.101,0,0,0,0,0.001,0.044,0.386,0.555,0.667,0.79,0,0.035,0.038,0.04,0.043,0.054,0.064,0.067,0.069,0.072,0,0.977,0.979,0.981,0.983,0.989,0.994,0.995,0.996,0.997,0,-5173.953,-5183.169,-5190.55,-5201.175,-5235.081,-5269.665,-5279.433,-5287.61,-5294.847,0
"46","cor",60,2,1,1,1000,2,2,0,6,4,"ACE",10142.08,10162.41,10182.36,10201.36,10272.33,10339.62,10358.35,10377.28,10397.02,0,10134.81,10155.14,10175.09,10194.09,10265.06,10332.35,10351.08,10370.01,10389.75,0,10151.61,10171.94,10191.89,10210.89,10281.87,10349.16,10367.88,10386.82,10406.55,0,0.958,0.962,0.966,0.97,0.983,0.994,0.996,0.998,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,983.547,1005.045,1024.303,1043.037,1114.319,1189.556,1209.652,1227.828,1252.202,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,6e-04,0.0544,0.135,0.2487,0.4617,0,6.505,9.055,11.069,13.824,25.552,40.739,45.823,50.583,55.125,0,-5064.405,-5074.569,-5084.545,-5094.044,-5129.532,-5163.177,-5172.538,-5182.007,-5191.875,0,0,0,0,0,0.031,0.05,0.055,0.059,0.063,0,0.037,0.045,0.05,0.055,0.074,0.091,0.096,0.1,0.104,0,0,0.017,0.024,0.031,0.051,0.069,0.074,0.079,0.083,0,0.003,0.008,0.021,0.052,0.414,0.891,0.952,0.979,0.994,0,0.023,0.027,0.029,0.033,0.044,0.054,0.057,0.06,0.062,0,0.988,0.989,0.99,0.992,0.995,0.998,0.999,0.999,1,0,-5047.541,-5059.816,-5068.879,-5078.952,-5116.567,-5152.214,-5161.528,-5171.103,-5181.449,0
"47","cor",61,0,2,1,1000,2,2,0,6,4,"CE",10270.17,10289.15,10307.58,10326.64,10392.57,10458.64,10477.77,10491.83,10512.53,0,10262.9,10281.88,10300.31,10319.37,10385.3,10451.36,10470.5,10484.56,10505.26,0,10279.71,10298.68,10317.11,10336.17,10402.1,10468.17,10487.31,10501.36,10522.06,0,0.777,0.785,0.793,0.801,0.829,0.856,0.863,0.869,0.878,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1037.707,1059.22,1077.797,1099.185,1176.701,1253.816,1278.309,1295.446,1316.873,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,144.793,154.256,161.894,172.398,207.586,246.091,256.79,268.015,278.686,0,-5128.451,-5137.941,-5147.156,-5156.683,-5189.65,-5222.682,-5232.251,-5239.281,-5249.63,0,0.121,0.126,0.129,0.134,0.15,0.165,0.169,0.174,0.178,0,0.161,0.165,0.169,0.174,0.189,0.205,0.209,0.213,0.217,0,0.14,0.145,0.149,0.154,0.169,0.185,0.189,0.193,0.197,0,0,0,0,0,0,0,0,0,0,0,0.094,0.097,0.099,0.101,0.109,0.117,0.119,0.121,0.123,0,0.936,0.939,0.941,0.943,0.951,0.959,0.961,0.963,0.965,0,-5015.308,-5025.489,-5034.396,-5046.814,-5085.382,-5124.159,-5134.811,-5144.08,-5154.881,0
"48","cor",62,1,2,1,1000,2,2,0,6,4,"ACE",10027.153,10047.988,10065.767,10086.369,10156.571,10227.423,10247.775,10266.491,10283.425,0,10019.881,10040.716,10058.495,10079.097,10149.299,10220.152,10240.503,10259.219,10276.154,0,10036.684,10057.519,10075.298,10095.9,10166.102,10236.954,10257.306,10276.022,10292.956,0,0.877,0.883,0.889,0.895,0.916,0.934,0.939,0.944,0.948,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1182.637,1203.944,1222.077,1245.308,1323.573,1404.45,1427.968,1445.406,1469.069,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,73.677,78.864,84.988,92.39,118.401,148.861,157.981,167.405,176.507,0,-5006.941,-5017.358,-5026.248,-5036.549,-5071.65,-5107.076,-5117.252,-5126.61,-5135.077,0,0.078,0.082,0.086,0.091,0.107,0.123,0.127,0.132,0.136,0,0.118,0.122,0.126,0.131,0.147,0.163,0.167,0.172,0.176,0,0.098,0.101,0.106,0.11,0.126,0.142,0.147,0.151,0.156,0,0,0,0,0,0,0,0,0,0,0,0.071,0.073,0.076,0.079,0.087,0.096,0.099,0.101,0.103,0,0.965,0.967,0.968,0.97,0.976,0.981,0.983,0.984,0.985,0,-4939.214,-4950.984,-4959.715,-4971.527,-5011.949,-5051.042,-5062.578,-5071.7,-5082.33,0
"49","cor",63,2,2,1,1000,2,2,0,6,4,"ACE",9832.765,9855.743,9873.515,9894.046,9968.42,10039.013,10059.36,10076.239,10096.683,0,9825.494,9848.472,9866.243,9886.774,9961.149,10031.741,10052.088,10068.968,10089.412,0,9842.296,9865.274,9883.046,9903.577,9977.952,10048.544,10068.891,10085.77,10106.214,0,0.924,0.928,0.932,0.937,0.952,0.966,0.97,0.973,0.977,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1331.463,1349.905,1370.878,1392.006,1469.959,1552.396,1577.603,1594.951,1617.305,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,40.025,45.3,49.859,55.292,77.534,101.773,109.439,114.844,123.197,0,-4909.747,-4921.236,-4930.122,-4940.387,-4977.574,-5012.871,-5023.044,-5031.484,-5041.706,0,0.049,0.054,0.059,0.064,0.081,0.097,0.102,0.105,0.109,0,0.09,0.095,0.099,0.104,0.121,0.137,0.141,0.145,0.149,0,0.069,0.074,0.078,0.083,0.1,0.116,0.121,0.124,0.129,0,0,0,0,0,0,0.003,0.01,0.023,0.058,0,0.055,0.058,0.061,0.064,0.074,0.083,0.086,0.088,0.09,0,0.978,0.979,0.981,0.982,0.986,0.99,0.991,0.992,0.993,0,-4864.968,-4876.229,-4884.931,-4897.544,-4938.765,-4977.734,-4988.248,-4998.785,-5007.826,0
"50","cor",64,0,0,2,1000,2,2,0,6,4,"E",11355.2,11356.7,11357.76,11358.91,11360.75,11360.78,11360.78,11360.78,11360.78,766,11347.93,11349.43,11350.49,11351.64,11353.48,11353.51,11353.51,11353.51,11353.51,766,11364.74,11366.23,11367.29,11368.45,11370.28,11370.31,11370.31,11370.31,11370.31,766,0.967,1,1,1,1,1,1,1,1,766,2,2,2,2,2,2,2,2,2,766,0.0128,0.031,0.0597,0.1155,0.5217,0.9121,0.9579,0.9783,0.9927,766,0.015,0.043,0.086,0.184,1.3,4.313,5.629,6.928,8.71,766,7,7,7,7,7,7,7,7,7,766,0.409,0.5661,0.7108,0.8426,0.9984,1,1,1,1,766,0,0.003,0.011,0.04,0.694,3.429,4.557,5.71,7.174,766,-5670.966,-5671.716,-5672.243,-5672.821,-5673.738,-5673.753,-5673.753,-5673.753,-5673.753,766,0,0,0,0,0,0,0,0,0,766,0,0,0,0,0,0.022,0.029,0.034,0.039,766,0,0,0,0,0,0,0,0,0.005,766,0.992,0.997,0.999,1,1,1,1,1,1,766,0,0.001,0.001,0.002,0.008,0.018,0.021,0.024,0.027,766,0.991,1,1,1,1,3.284,6.004,11.106,25.909,766,-5669.392,-5670.278,-5670.935,-5671.595,-5673.102,-5673.661,-5673.71,-5673.731,-5673.746,766
"51","cor",67,0,1,2,1000,2,2,0,6,4,"CE",11082.83,11094.41,11104.04,11115.62,11152.34,11186.33,11196.58,11204.31,11213.48,0,11075.56,11087.14,11096.77,11108.35,11145.07,11179.06,11189.31,11197.04,11206.21,0,11092.36,11103.94,11113.57,11125.16,11161.88,11195.87,11206.11,11213.84,11223.01,0,0.793,0.813,0.831,0.851,0.91,0.961,0.972,0.983,0.992,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,170.809,181.854,190.061,200.186,237.44,277.047,289.402,300.547,311.818,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,2e-04,0.0268,0.0636,0.1452,0.281,0,8.444,10.832,13.359,15.816,28.046,43.095,48.867,53.611,58.981,0,-5534.78,-5540.568,-5545.385,-5551.177,-5569.536,-5586.532,-5591.652,-5595.518,-5600.106,0,0,0,0,0.011,0.035,0.052,0.058,0.062,0.067,0,0.043,0.049,0.054,0.059,0.077,0.093,0.098,0.103,0.107,0,0.014,0.023,0.03,0.035,0.055,0.072,0.077,0.082,0.086,0,0.001,0.005,0.012,0.035,0.318,0.828,0.903,0.956,0.983,0,0.027,0.03,0.033,0.036,0.048,0.059,0.063,0.065,0.068,0,0.941,0.946,0.952,0.957,0.974,0.989,0.992,0.995,0.998,0,-5517.674,-5523.472,-5529.001,-5535.228,-5555.029,-5573.618,-5578.646,-5582.808,-5588.314,0
"52","cor",68,1,1,2,1000,2,2,0,6,4,"ACE",10851.33,10864.06,10876.01,10889.61,10938.68,10986.98,10999.69,11011.9,11026.09,0,10844.06,10856.79,10868.74,10882.34,10931.41,10979.71,10992.42,11004.62,11018.82,0,10860.86,10873.59,10885.54,10899.14,10948.22,10996.51,11009.22,11021.43,11035.62,0,0.918,0.929,0.937,0.946,0.975,0.996,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,352.98,367.721,378.633,391.32,440.969,491.533,507.116,517.791,533.478,0,7,7,7,7,7,7,7,7,7,0,0,0,0,1e-04,0.0113,0.2782,0.4814,0.6663,0.8606,0,3.207,4.94,6.51,8.64,18.149,31.447,35.365,39.162,43.389,0,-5419.029,-5425.394,-5431.369,-5438.171,-5462.706,-5486.853,-5493.209,-5499.312,-5506.41,0,0,0,0,0,0.018,0.039,0.044,0.048,0.052,0,0.02,0.031,0.037,0.044,0.063,0.081,0.085,0.089,0.093,0,0,0,0,0.015,0.04,0.059,0.064,0.068,0.072,0,0.031,0.068,0.122,0.21,0.738,0.982,0.995,0.998,1,0,0.016,0.02,0.022,0.026,0.037,0.048,0.051,0.053,0.056,0,0.977,0.98,0.982,0.984,0.993,0.999,1,1.001,1.003,0,-5407.007,-5414.815,-5420.18,-5427.913,-5453.267,-5478.066,-5484.36,-5489.882,-5496.893,0
"53","cor",69,2,1,2,1000,2,2,0,6,4,"ACE",10647.88,10663.29,10677.06,10694.6,10753.32,10808.17,10821.87,10833.95,10852.26,0,10640.6,10656.02,10669.78,10687.33,10746.05,10800.9,10814.6,10826.68,10844.99,0,10657.41,10672.83,10686.59,10704.13,10762.85,10817.7,10831.41,10843.48,10861.8,0,0.954,0.961,0.967,0.972,0.991,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,520.248,538.028,549.966,564.93,621.347,682.102,699.41,715.542,734.092,0,7,7,7,7,7,7,7,7,7,0,0,0,2e-04,0.001,0.073,0.6637,0.8513,0.9477,0.992,0,1.135,2.2,3.345,4.963,12.964,24.439,28.115,31.823,36.621,0,-5317.302,-5325.011,-5331.892,-5340.665,-5370.023,-5397.451,-5404.301,-5410.341,-5419.497,0,0,0,0,0,0,0.029,0.035,0.04,0.045,0,0,0.004,0.022,0.031,0.054,0.072,0.077,0.081,0.087,0,0,0,0,0,0.029,0.05,0.055,0.06,0.065,0,0.099,0.2,0.315,0.461,0.914,0.998,1,1,1,0,0.009,0.013,0.016,0.019,0.031,0.042,0.045,0.048,0.051,0,0.987,0.989,0.991,0.992,0.997,1.001,1.002,1.002,1.003,0,-5306.483,-5315.814,-5324.03,-5332.6,-5363.074,-5391.286,-5398.762,-5404.725,-5413.386,0
"54","cor",70,0,2,2,1000,2,2,0,6,4,"CE",10767.1,10783.68,10799.82,10814.98,10866.18,10916.38,10930.99,10941.55,10955.33,0,10759.83,10776.41,10792.55,10807.71,10858.91,10909.11,10923.72,10934.28,10948.05,0,10776.63,10793.21,10809.35,10824.51,10875.71,10925.91,10940.52,10951.08,10964.86,0,0.791,0.807,0.818,0.83,0.871,0.907,0.916,0.924,0.933,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,476.019,493.099,505.997,519.891,576.417,634.322,653.428,668.063,688.108,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,43.404,48.779,53.625,58.886,80.974,107.305,115.015,123.387,134.195,0,-5376.914,-5385.203,-5393.275,-5400.853,-5426.453,-5451.555,-5458.861,-5464.141,-5471.027,0,0.052,0.058,0.062,0.067,0.083,0.1,0.105,0.11,0.115,0,0.093,0.098,0.103,0.107,0.123,0.14,0.145,0.149,0.155,0,0.072,0.077,0.082,0.086,0.103,0.12,0.124,0.129,0.135,0,0,0,0,0,0,0.001,0.005,0.012,0.033,0,0.055,0.059,0.061,0.064,0.074,0.085,0.087,0.09,0.093,0,0.94,0.945,0.948,0.952,0.963,0.973,0.976,0.978,0.981,0,-5329.6,-5339.72,-5347.026,-5356.568,-5385.527,-5413.793,-5420.721,-5427.18,-5435.659,0
"55","cor",71,1,2,2,1000,2,2,0,6,4,"ACE",10573.24,10591.71,10605.83,10622.6,10682.74,10740.17,10757.22,10772.28,10786.85,0,10565.97,10584.43,10598.56,10615.33,10675.47,10732.9,10749.94,10765.01,10779.58,0,10582.77,10601.24,10615.37,10632.13,10692.27,10749.7,10766.75,10781.81,10796.39,0,0.882,0.889,0.898,0.906,0.932,0.956,0.962,0.967,0.973,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,620.082,640.447,655.755,673.18,735.226,800.205,818.532,833.021,854.717,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1e-04,6e-04,0,25.689,30.412,33.721,38.216,56.354,77.617,84.655,90.896,98.426,0,-5279.986,-5289.217,-5296.281,-5304.664,-5334.733,-5363.449,-5371.972,-5379.505,-5386.792,0,0.031,0.038,0.042,0.047,0.064,0.081,0.086,0.09,0.095,0,0.074,0.08,0.083,0.088,0.105,0.121,0.126,0.13,0.135,0,0.052,0.058,0.062,0.067,0.084,0.1,0.105,0.109,0.114,0,0,0,0,0,0.003,0.079,0.154,0.24,0.409,0,0.043,0.046,0.049,0.052,0.062,0.072,0.075,0.077,0.08,0,0.966,0.968,0.971,0.973,0.981,0.987,0.989,0.991,0.992,0,-5246.2,-5256.892,-5264.439,-5273.646,-5306.117,-5337.142,-5345.833,-5353.5,-5363.62,0
"56","cor",72,2,2,2,1000,2,2,0,6,4,"ACE",10405.42,10425.31,10443.84,10462.11,10526.89,10590.62,10609.59,10624.9,10639.69,0,10398.15,10418.04,10436.57,10454.84,10519.61,10583.35,10602.32,10617.63,10632.42,0,10414.95,10434.84,10453.37,10471.65,10536.42,10600.15,10619.12,10634.43,10649.22,0,0.919,0.927,0.933,0.939,0.96,0.977,0.982,0.985,0.989,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,754.777,773.244,787.434,808.191,876.458,945.37,965.476,984.818,1004.645,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,4e-04,0.0022,0.0068,0.0264,0,15.724,19.459,22.281,26.251,41.683,60.795,66.764,72.547,80.129,0,-5196.075,-5206.019,-5215.284,-5224.421,-5256.807,-5288.673,-5298.16,-5305.815,-5313.21,0,0.011,0.021,0.026,0.032,0.051,0.068,0.073,0.077,0.083,0,0.059,0.065,0.069,0.075,0.092,0.109,0.113,0.118,0.123,0,0.035,0.042,0.047,0.052,0.07,0.088,0.092,0.097,0.102,0,0,0,0,0.001,0.045,0.385,0.555,0.683,0.827,0,0.034,0.038,0.04,0.043,0.054,0.064,0.067,0.069,0.073,0,0.977,0.979,0.981,0.983,0.989,0.994,0.995,0.996,0.997,0,-5171.413,-5181.324,-5190.998,-5201.059,-5235.499,-5269.657,-5280.011,-5287.019,-5296.272,0
